inquiry_id,ind_det_credit_debts_balance,ind_det_debts_interestRate,ind_det_debts_currentBalancet,ind_det_debts_monthlyPayment,ind_det_debts_originalAmount,ind_det_expenses_monthlyAmount,ind_det_incomes_tyoe,ind_det_incomes_amount,tax_account_connected,has_no_incomes,has_no_expenses,has_no_debts,has_no_credit_debts,years_in_industry,years_as_management,ever_filed_bankruptcy,ongoing_lawsuits,credit_check_consent,citizenship_status
5a0c6b64-5f56-4a7a-8514-041ad01c3c48,"[1004046, 1440926, 1055646, 776621]","[9.64224487544124, 18.101674304187476, 10.706949421875528]","[1499093, 3958535, 479521]","[41641, 65976, 6660]","[5782026, 4893938, 3157768]","[43356, 72071, 44396]","['salary', 'freelance']","[15954750, 3867487]",0,0,0,0,0,7,27,0,1,1,other
66eb3f04-39c0-4b31-84d0-7c76f4545ca6,[307788],"[4.88846845641393, 8.532339371924358, 5.629427990662093, 12.133482076999531]","[1177954, 7641565, 1872253, 1861293]","[19633, 127359, 7801, 38777]","[15521405, 8391906, 3849619, 2388896]","[35548, 73361, 17792, 29320]","['salary', 'investment']","[6480130, 2896906]",0,0,0,0,0,14,9,1,0,1,other
5ed9ba34-a357-4840-b9a0-9a98201511aa,"[173652, 188342, 156469]","[5.680771805024282, 19.354828703218658, 6.189895471541851, 6.049185343893052, 3.3100826349639347]","[5447426, 638568, 3846555, 2990743, 2413466]","[25220, 53214, 11872, 11329, 20112]","[5896991, 1124418, 5000000, 5000000, 5000000]","[15833, 11325, 25156, 11177]",['investment'],[3575842],0,0,0,0,0,16,13,0,0,1,citizen
9bedf1eb-570c-405e-b0fd-57b54b2a0162,[685601],"[11.283158521980704, 6.845721419509518, 5.223173805750026, 8.98809215509213]","[891227, 12164955, 9008828, 154816]","[12378, 48274, 35749, 2150]","[1426954, 25539612, 11975372, 7962120]","[27237, 12860, 195044, 33379, 233190, 200391]","['freelance', 'freelance', 'salary']","[6420150, 3751439, 19188820]",0,0,0,0,0,29,30,0,0,1,other
11ae0c21-073a-486f-9e7a-d02895b6172a,"[259906, 148981, 259630, 221721]",[7.169207984959003],[437244],[1822],[1385604],"[22858, 31860, 30641]","['investment', 'bonus']","[4614604, 1076361]",0,0,0,0,0,9,3,0,0,1,citizen
ef4caa63-5ed6-416b-b7c9-1f19c9219ac5,"[1393124, 1260139, 1860339]","[11.384497120701914, 6.976675127297478]","[872258, 4123243]","[18172, 28634]","[3223807, 4511340]","[181772, 152987, 51197, 66649]","['bonus', 'salary', 'freelance']","[2933530, 13155387, 8364659]",0,0,0,0,0,5,26,0,0,1,citizen
19919be4-046f-4a37-8fe2-93883fab30af,"[262973, 338366, 412075, 354685]","[17.158293162519985, 5.372295195939184, 5.547816777637131, 6.012024738329806, 6.630811446751568]","[764291, 19674846, 1893448, 2654422, 196423]","[10615, 74526, 17532, 36867, 3274]","[2302428, 21439568, 2411502, 4223550, 1000000]","[141335, 77818, 84506, 97364, 38009, 118096]","['freelance', 'investment']","[10690172, 8217129]",0,0,0,0,0,25,12,0,1,1,permanentResident
860d2dcf-0a65-4470-be1b-1ac6d43b7680,"[445185, 1069708]","[12.052130635051594, 9.883816126610807]","[3840241, 1722254]","[45717, 20503]","[4108413, 9749791]","[87251, 91006, 105670, 17741, 45184, 83339]","['freelance', 'freelance', 'freelance']","[3100646, 8064715, 7469023]",0,0,0,0,0,17,29,0,0,1,other
e0f8a26d-9ec7-45dc-b935-17ecc62e8468,"[165547, 110969]","[6.55266095602986, 10.68253806334949, 9.909129996477184, 12.888225925563987]","[383338, 258906, 108769, 196730]","[6389, 7192, 1295, 5465]","[1518525, 1122224, 1000000, 200000]","[17709, 22807]",['freelance'],[2797204],0,0,0,0,0,22,7,0,1,1,citizen
978d154b-2a01-452d-a6d9-6baa52806c56,"[123380, 135979, 105903, 143018]","[9.061927794257276, 13.101923325335095, 6.5326439154024225, 7.0245793538559935]","[278109, 120753, 217280, 122056]","[23176, 10063, 696, 1695]","[535857, 210400, 5437530, 200000]","[19742, 12850]","['bonus', 'bonus']","[1217122, 753351]",0,0,0,0,0,5,22,0,1,1,permanentResident
948c52bf-af88-471c-a8d5-312282bc15a3,"[140130, 143656, 124756]",[7.186238898056097],[565399],[7853],[5454603],"[16206, 15619, 10770]",['freelance'],[4661969],0,0,0,0,0,8,13,0,0,1,other
1396746e-0a46-4ead-ba05-6a328ae4a29a,"[188530, 227971]",[11.751425172495345],[3274992],[68229],[6860820],"[56695, 18721, 39666]",['freelance'],[6716546],0,0,0,0,0,27,8,0,0,1,permanentResident
ef260ed5-41f8-4d11-9a57-bfd1bff2659c,[240403],"[7.390500195331287, 12.954369147130553, 5.09516453710895]","[15790910, 1024716, 2264874]","[119628, 12199, 62913]","[18020855, 1650624, 6023123]","[59173, 21202, 53930, 97978, 21198, 62491]",['freelance'],[11074879],0,0,0,0,0,24,16,1,0,1,citizen
e76c61db-79a5-4d53-8f27-b9cb2b0353d0,[169862],"[5.508173446767898, 13.38461842053404]","[16957930, 489616]","[235527, 6800]","[17008749, 494133]","[153014, 95907, 112450]","['salary', 'investment']","[11905650, 7566320]",0,0,0,0,0,8,1,0,0,1,citizen
13fa3433-e757-4e87-9c98-435c8868af0d,[694386],"[9.364342104878848, 4.2709378738093315, 6.1138418740868605, 19.810763218333257]","[1060382, 3458353, 2031468, 176206]","[14728, 18012, 7360, 3671]","[7371849, 5426653, 5000000, 200000]","[55524, 232625, 45834, 23692, 189568, 73119]","['salary', 'investment', 'freelance']","[13914942, 3562721, 6015686]",0,0,0,0,0,30,24,0,0,1,other
c92b5511-d122-4d50-b6f4-009fcefeb49d,"[306955, 298132]",[7.27153342464039],[5110527],[70980],[7881765],"[46061, 45662, 45054, 38446, 37817, 20810]","['investment', 'investment']","[2490150, 3978817]",0,0,0,0,0,8,4,0,0,1,other
3146ef94-dc42-4393-b5df-ba163fe22ea3,"[109733, 159637, 131882, 118152]",[7.590064841173262],[1181923],[24623],[4369754],"[77799, 46552]","['bonus', 'freelance']","[2047847, 9307588]",0,0,0,0,0,16,29,0,0,1,other
ac805ead-7709-4319-bd7b-1e2fe07ae535,"[148290, 115661, 150511]","[6.889609922179391, 3.530566588736106, 6.51530994212041]","[875400, 2598993, 278776]","[10421, 14439, 2904]","[2228115, 5000000, 500000]","[21972, 21560, 22308, 14106]",['bonus'],[2528597],0,0,0,0,0,6,24,0,0,1,permanentResident
30817e50-6b6e-4867-a4d6-df654f1c06e3,[423874],"[12.719010584125932, 7.42579361407538, 9.912919831644164]","[247090, 195386, 1043816]","[3432, 814, 17397]","[3522023, 10895238, 1397248]","[43768, 45630, 65432, 64037, 68277]","['investment', 'investment', 'investment']","[3138778, 2267853, 3637509]",0,0,0,0,0,23,19,0,0,1,other
ef9dfa21-80d9-4146-80e8-5a011f9ee248,"[693271, 287572]","[5.658318778278294, 5.169821676425982]","[5595613, 1646189]","[35869, 19597]","[39725808, 1799866]","[21627, 84923, 59402]","['freelance', 'freelance', 'salary']","[3622645, 3862553, 7337522]",0,0,0,0,0,30,29,0,0,1,citizen
58b022b9-79ca-4055-80ac-61ee1f8a8472,"[112797, 111695, 178107]","[6.871862283313658, 5.85939649105655, 5.931693023698289]","[1450264, 409884, 370993]","[15107, 4880, 2208]","[3111895, 1251556, 616063]","[28234, 28182, 29635, 20971, 22024]","['freelance', 'bonus']","[2745128, 483083]",0,0,0,0,0,1,24,0,0,1,permanentResident
aa52f1ca-c784-4867-9d46-3dfed73668d3,"[442071, 461436]","[10.696680721008587, 6.533136430269905, 6.124723548394171, 5.357054652512303]","[5333726, 4899340, 30877093, 368986]","[63497, 136093, 111874, 2365]","[7440209, 8781676, 58847333, 702021]","[123811, 37700, 110424, 39103]","['bonus', 'salary']","[4239962, 18442095]",0,0,0,0,0,15,10,0,0,1,citizen
82292b37-56f4-471b-ab7a-c7c1baa1cb76,"[100001, 100000, 100001, 100000]","[6.3573349008739815, 15.928864135529423]","[653954, 494021]","[27248, 6861]","[655018, 495768]","[10001, 10001, 10000, 10001]",['bonus'],[401138],0,0,0,0,0,3,25,1,0,1,other
e8bab081-08da-4e8e-ba88-96ca9242e672,"[1637687, 1467679, 1224218]",[10.544281953092195],[4020644],[47865],[8712614],"[16942, 275118, 149785]","['investment', 'salary', 'freelance']","[6279921, 16676429, 10005399]",0,0,0,0,0,24,26,0,0,1,citizen
b598895f-8613-4a9f-9103-d3d2c6d640db,"[757313, 293458]","[15.148596758902848, 3.051740201262053, 3.8243475678063565, 10.49562992283722, 6.53914350349569]","[1441580, 5938419, 3763311, 269445, 1215943]","[60066, 44988, 24124, 11227, 20266]","[2161249, 7022634, 5421831, 3329323, 8159532]","[139962, 154946, 150769, 41340, 116882]","['investment', 'freelance', 'salary']","[3493785, 2439877, 16577228]",0,0,0,0,0,24,27,1,0,1,other
83033f58-e737-4e0e-92de-7bbed79a8eb9,"[197581, 122631]","[6.317565875709478, 4.403684340044011, 19.809108162614493, 4.019754037724472, 4.172101548493723]","[15536014, 3266222, 160455, 334480, 463962]","[51787, 14326, 2674, 3982, 2274]","[28654330, 5000000, 200000, 500000, 500000]","[44019, 21645, 23924, 25780, 67225, 11402]","['freelance', 'salary']","[2311220, 6754752]",0,0,0,0,0,20,30,0,1,1,permanentResident
17177716-19e9-4af0-92dd-8d6b3c7ed9ca,"[528824, 481249, 576932]","[5.418222031819717, 16.85509149811296, 17.80089475142789, 18.24111309654866, 5.990991090419996]","[18107042, 212958, 3026058, 799527, 29074922]","[83829, 2535, 36025, 22209, 142524]","[18592524, 1660589, 3526067, 1134259, 30663978]","[104196, 56250, 94312, 191725, 21683]",['salary'],[24629902],0,0,0,0,0,4,3,0,0,1,other
a663d05a-4ab8-4e9e-95cb-8d27c264ab4f,"[100001, 100001]",[6.423243662440237],[2747637],[19081],[5000000],"[10000, 10000, 10001]",['investment'],[1140436],0,0,0,0,0,20,9,0,1,1,other
c33e280a-02ee-45bc-bbbc-793e9be9e5c9,"[293932, 109282, 157515]","[5.426990994753895, 5.398949419079621]","[9646653, 2083255]","[27720, 10212]","[16028311, 5000000]","[32629, 13921, 62428]","['freelance', 'investment']","[6253871, 842161]",0,0,0,0,0,11,28,0,0,1,permanentResident
e3e24141-c786-48bf-92d2-e7f7a47085a2,[250958],"[4.795658260587471, 7.802857275093567, 4.464512535849696]","[11460251, 230407, 1487297]","[47751, 2743, 4131]","[13307993, 500000, 5000000]","[11200, 102520, 32596, 62385, 68407]","['salary', 'salary']","[5469253, 7039690]",0,0,0,0,0,23,8,0,0,1,permanentResident
249fc1f6-1fed-49b4-afef-566f8f0e494e,[453395],"[5.336668657330804, 14.226695503024573]","[18858162, 124222]","[60443, 2070]","[35711984, 3877964]","[69673, 107113]","['salary', 'bonus']","[14494274, 2343505]",0,0,0,0,0,10,16,1,0,1,other
cdcec394-625a-4908-a038-ff13c51025f4,"[882406, 838222]","[5.940816393740192, 4.374675160114166, 5.6009409851052165, 4.705841029975962]","[4316864, 2720466, 6188853, 10185157]","[35974, 12595, 57304, 32645]","[10916112, 7427751, 14710800, 37809814]","[16698, 92678]","['bonus', 'salary']","[1540361, 19815345]",0,0,0,0,0,2,22,0,0,1,other
2ae2e665-8ea6-4d53-986e-6c228ff39fce,"[427760, 106411]","[12.594817116380911, 7.06022628827259, 6.258889161227011]","[1426484, 4155390, 12032964]","[23775, 18225, 83562]","[1435575, 4199583, 24255731]","[217431, 195492, 217959, 235951]","['freelance', 'bonus', 'salary']","[6036195, 1057526, 21657531]",0,0,0,0,0,25,22,1,0,1,other
e563ca02-3fbd-4010-aced-dc78f8335ac0,"[566380, 591544]",[4.697553455401356],[2377513],[39625],[4040254],"[15961, 16396, 36006, 82734, 41717, 69766]","['bonus', 'investment']","[3529791, 8394104]",0,0,0,0,0,11,19,1,1,1,permanentResident
12da48aa-0163-4eca-a623-3662c540bdba,"[1205149, 333488, 835792]","[12.130679363792073, 5.722784272292233, 5.055379415853468, 6.52035748792002]","[1712176, 18438795, 4654708, 837375]","[35670, 118197, 22817, 2326]","[3340476, 34278884, 5000000, 5000000]","[170932, 41130, 29239]","['bonus', 'freelance', 'freelance']","[4206879, 5859454, 10262673]",0,0,0,0,0,28,12,0,0,1,citizen
3e5bba10-fe75-4212-b7ad-453ecf39b57a,"[402971, 261067]","[5.106467086890184, 5.287746632660807]","[6189813, 18288602]","[51582, 52553]","[13708789, 26724681]","[89692, 23190, 42139, 56404, 37125, 53965]","['freelance', 'investment', 'freelance']","[7547180, 2491701, 6578660]",0,0,0,0,0,25,26,0,0,1,citizen
706abbe1-abf6-4830-8fa7-b5f84457350d,[136066],"[3.2137565543748305, 4.69897409932027]","[4403305, 2968266]","[33358, 35337]","[6737817, 5300729]","[98008, 56548, 98467, 67024, 50427, 53334]",['salary'],[12093483],0,0,0,0,0,13,7,0,1,1,citizen
89ffb5d0-4d71-4626-bfcf-f6f0112e3205,[706618],"[14.719222001981041, 6.957012826971684]","[2313300, 7639070]","[192775, 53049]","[3074953, 15803363]","[130759, 40587]","['bonus', 'investment', 'bonus']","[2300215, 8387562, 2075039]",0,0,0,0,0,18,24,0,1,1,other
106f974f-40b0-4075-be02-f38969c350e5,[179026],"[7.721125040433513, 5.077195985827907]","[8240963, 1869507]","[57229, 15579]","[8321319, 5016148]","[19095, 42935]","['bonus', 'bonus', 'investment']","[4622646, 607418, 2560428]",0,0,0,0,0,22,1,0,0,1,permanentResident
4cb9fe84-d4a4-478f-b940-1d84d2ba2279,"[605402, 293291]",[4.292955870244073],[459683],[2394],[6256129],"[72833, 75529, 33687, 71522]",['salary'],[12545312],0,0,0,0,0,14,14,1,0,1,permanentResident
85ad3f5a-16ad-4f7e-8a50-bf81fd299777,"[262667, 1271068, 1039370, 586475]","[4.38259001695409, 6.275207102003282]","[5836124, 4299824]","[97269, 17916]","[7676860, 5364402]","[152823, 71583, 177248, 150591]",['salary'],[24256859],0,0,0,0,0,11,15,0,1,1,permanentResident
10a89583-8683-4e9e-a367-57bdd4e39c52,"[148410, 335513, 262476]","[6.869840717666329, 6.3146581466562335]","[1699806, 11086127]","[5902, 46192]","[14766072, 19619631]","[83271, 20222, 89802, 108031]","['freelance', 'freelance', 'bonus']","[4186305, 2959894, 4972719]",0,0,0,0,0,15,10,0,0,1,permanentResident
545cb140-f537-4650-ba2f-5bd75af3cbeb,[512299],"[12.633050004445105, 6.077384142086684, 12.386243617473006, 6.684506711605783]","[2221389, 21475316, 686306, 2113097]","[30853, 127829, 19064, 29349]","[2538990, 22050658, 1023762, 9564137]","[187833, 206219]","['bonus', 'bonus', 'salary']","[3433041, 3134804, 18957828]",0,0,0,0,0,26,18,1,0,1,permanentResident
62badb53-ac77-4382-83fa-c589bc575e34,[166110],"[5.132014229622142, 7.979132429324019]","[16628664, 2792119]","[92381, 13687]","[19322774, 5559836]","[61259, 12307, 75542, 57814, 56553]","['investment', 'freelance']","[9007202, 3394797]",0,0,0,0,0,18,26,0,0,1,permanentResident
c06870ee-a22f-420d-b7cf-111b533ff433,"[164305, 167824, 142594]","[6.367124159811632, 6.925115251943196, 3.445481510852282, 14.554632626582846]","[228072, 7913237, 6355519, 1583625]","[2715, 31402, 37830, 26394]","[234698, 10258814, 8366422, 2358692]","[18950, 36347, 24016, 11367]",['investment'],[5921944],0,0,0,0,0,1,19,0,0,1,citizen
5e293f45-4177-414c-810b-7e843425f1a0,"[243506, 159252]","[7.715919699078264, 4.591016736175987]","[1725699, 1206193]","[47936, 10052]","[4886618, 6811684]","[28118, 44643, 61145]","['investment', 'salary']","[9221914, 8143013]",0,0,0,0,0,24,7,0,0,1,permanentResident
8abce1a3-8388-45ce-b52f-a0ec18178c22,"[866808, 296080]","[4.353912221833518, 13.655941464326066, 8.243065686643053, 6.13819832377642]","[1128569, 1776642, 1125830, 832323]","[4950, 148054, 13403, 5335]","[4175544, 3879242, 1930569, 3143770]","[120486, 142294, 127089, 20871]",['salary'],[15557271],0,0,0,0,0,3,18,0,1,1,other
c5a7861a-e747-4cec-bcac-f5a9f05261bb,"[1122982, 1273262, 1399553, 734272]","[4.067973486960923, 14.217719802523986, 4.589554281988969, 5.5069002454223845]","[1095177, 254765, 4629075, 501195]","[3651, 4246, 35069, 2610]","[7558388, 274207, 5071470, 653304]","[65728, 93757, 27179, 79042, 76723]","['bonus', 'freelance', 'salary']","[1969872, 7377464, 9843066]",0,0,0,0,0,5,9,0,0,1,citizen
9dbc4ab7-1674-467f-b7dd-74280184c47a,"[467640, 395744, 722424, 717214]","[11.488165494257357, 7.648545634468214, 3.6082436964382105, 10.058470976731806, 7.326076004398254]","[6587867, 2280210, 1468221, 1785479, 734536]","[137247, 10001, 4894, 74395, 8744]","[8600983, 4255038, 9103990, 3162638, 1117402]","[128316, 142320, 14701]",['salary'],[15906552],0,0,0,0,0,7,30,0,0,1,citizen
6acf549c-098f-4ba2-a255-3abb3062958a,"[996045, 261746, 198669]","[6.461503077961513, 5.111725211825899]","[6758176, 28206800]","[37545, 130587]","[16441505, 34506297]","[76102, 46140]","['investment', 'investment']","[9950001, 3722758]",0,0,0,0,0,29,25,0,0,1,citizen
05cf84f7-d537-4350-94b6-36e68edf924e,"[100000, 100001]",[10.769970803793093],[782590],[9317],[4732770],"[16990, 10386, 17378, 18534, 15394]",['bonus'],[1914953],0,0,0,0,0,2,13,0,0,1,citizen
f818b575-ca6c-4679-ae52-c3505a178e90,"[137939, 641133]","[6.6994802527985575, 6.948612758723522, 5.682100215079632, 4.822824351497274]","[1190301, 3181480, 7323748, 7554285]","[99192, 33140, 87187, 29977]","[3967442, 3221781, 9336790, 9476964]","[126994, 101157, 18034, 127398, 107314]","['salary', 'bonus']","[18340542, 1679991]",0,0,0,0,0,14,27,0,0,1,permanentResident
68c2f7f7-c35c-43c4-8d17-f6d53f7a5f8c,"[630048, 1992174]","[6.81852959361983, 13.716309023140175, 3.812871652979505, 9.844820701154323]","[7600706, 1845190, 28575946, 648354]","[57581, 153766, 95253, 54030]","[8286064, 3002525, 33237577, 3196154]","[190740, 118703, 139804, 202967]","['salary', 'salary']","[14166498, 19608398]",0,0,0,0,0,26,16,1,0,1,permanentResident
e2e94cf9-a725-4a0f-9f3d-953f09e17b26,"[2038539, 2933783, 1804738]","[6.506705039210762, 7.554294590831621]","[510618, 730648]","[10638, 3582]","[1339525, 2559667]","[156732, 48290, 110974, 197065, 42253, 260012]","['freelance', 'bonus', 'salary']","[10530620, 4615191, 22838254]",0,0,0,0,0,24,28,0,0,1,citizen
551e1040-14e9-411c-ac05-6f64453c2916,"[143092, 241828]",[13.851134976048227],[161088],[2237],[238994],"[12984, 67788, 144533, 100499, 73831]","['freelance', 'salary']","[7638831, 10897895]",0,0,0,0,0,1,10,0,0,1,citizen
fa602c9a-4d84-4dc2-86e1-0a69315ff98a,"[162988, 1067690, 1742948, 728324]",[5.530512535856238],[21062820],[79783],[24060093],"[261588, 253798, 43188, 188006, 59141, 119815]","['freelance', 'salary', 'freelance']","[10488307, 15703742, 11567064]",0,0,0,0,0,16,9,1,0,1,citizen
64315c6e-5305-4c43-94d2-c0e7d3aff3a6,[220846],[7.390458799625938],[1388854],[8267],[14707437],"[131426, 133656]","['salary', 'freelance']","[8175531, 7782602]",0,0,0,0,0,24,18,0,0,1,other
6dd64558-dfc5-4dfc-a13f-7146f626c40f,[148692],"[7.108322830814711, 7.753659027897157, 9.578624691068509, 6.849360966892032]","[2396816, 4314927, 167826, 322733]","[66578, 71915, 13986, 3842]","[7453113, 8392884, 200000, 500000]","[21775, 27913, 14858]","['bonus', 'freelance']","[1136456, 3691785]",0,0,0,0,0,1,7,0,0,1,other
7ac03d8b-15ee-403b-9338-01552a849f4f,"[570189, 478224, 1145370, 1158963]","[9.99016730210354, 8.580817113782235, 5.912250473144178]","[7263484, 1023066, 5664173]","[86470, 21314, 15734]","[8702902, 1324453, 29091964]","[53536, 69463]","['freelance', 'freelance', 'freelance']","[10964483, 2399801, 8278983]",0,0,0,0,0,3,8,0,0,1,other
15160f11-d0de-4db1-bdd6-95c510129f5d,[135867],"[4.534816463390717, 5.128294223876786, 11.5774603936729]","[4552969, 1393869, 646208]","[27101, 11616, 10770]","[10186932, 2078661, 1000000]","[23360, 23120]",['bonus'],[4143269],0,0,0,0,0,11,27,1,0,1,permanentResident
bee1cd89-4292-4232-a9eb-aaaae46044dc,"[1220103, 107837, 1541596, 689934]","[3.0306639147421004, 6.545704095545958, 12.647672180844484, 12.187251277081756]","[8586358, 751997, 139610, 126761]","[28621, 6267, 5817, 1509]","[23765109, 5464161, 200000, 200000]","[117104, 158626, 91709, 44383]","['bonus', 'investment', 'salary']","[2718437, 2725588, 17230576]",0,0,0,0,0,6,29,0,1,1,citizen
d43c1d15-adf1-483f-be9e-e87f008db4c1,"[251030, 305548, 205965, 325140]","[5.477918811699373, 5.800521192966553, 7.432184381173913, 12.142105160371786, 7.624619209821896]","[9212560, 8120597, 429609, 227747, 579964]","[38386, 27069, 5114, 18979, 6904]","[19401604, 24007784, 4871527, 395557, 642571]","[115896, 50500]","['investment', 'freelance', 'bonus']","[6596153, 5059138, 2012524]",0,0,0,0,0,15,26,1,0,1,other
a6c4b09f-41b8-4830-bd20-493440ac3e2c,"[389890, 124446, 177183]","[15.664024584810528, 6.2365527524005895]","[4177714, 1063529]","[174071, 8863]","[4671453, 2488297]","[52037, 29104]","['bonus', 'freelance', 'investment']","[844910, 8570349, 682186]",0,0,0,0,0,28,13,0,0,1,permanentResident
8651b322-1685-404c-beab-c62f9834ff91,"[308479, 336938, 236741, 155198]","[6.897137320540247, 4.267500074139274, 10.219945642041303, 10.768047859041028, 5.25603545126214]","[1719360, 129469, 491056, 160909, 418690]","[5307, 599, 13640, 2682, 3877]","[17466559, 500000, 1000000, 1000000, 500000]","[21449, 14176, 24845, 28041]",['freelance'],[4848373],0,0,0,0,0,6,13,0,1,1,other
6d64bf9e-37c3-4850-9e40-14b672896105,"[1074337, 320440, 282863]","[6.511208385576584, 5.116362335147398, 4.090596750583333, 17.01177754840953, 12.277679900295512]","[8575045, 18285659, 3238187, 149483, 1425759]","[238196, 108843, 22487, 1780, 59407]","[9504360, 58449912, 9858128, 322662, 4664026]","[141681, 154888, 13163]","['freelance', 'salary', 'freelance']","[4732275, 11942276, 6148732]",0,0,0,0,0,9,10,0,0,1,other
f3347c71-cde5-43bc-ac56-725cbba06a0e,"[544766, 500897]","[6.500549372770361, 6.827305474094517, 3.906842808510087, 5.349596745159288, 6.342272796784096]","[2988924, 10494797, 4483783, 440856, 169629]","[83026, 46030, 33968, 5248, 1285]","[7881133, 19156541, 5304990, 500000, 5000000]","[20998, 118007]","['investment', 'investment']","[4721448, 9384853]",0,0,0,0,0,20,26,0,0,1,permanentResident
b3972752-4381-44c3-88f7-eafe0087477a,"[100001, 100001, 100000]","[9.176952230373836, 6.077456378257532, 7.338005683936079, 4.7613208203843485]","[772963, 162650, 968552, 3785684]","[21471, 1043, 26904, 19717]","[1032839, 508158, 1000000, 5000000]","[10000, 10001, 10001, 10000]",['bonus'],[672150],0,0,0,0,0,14,7,1,0,1,citizen
95cd07b8-d571-4920-bf53-41e3da779efa,"[733886, 387609, 1089171]","[4.6695435572475255, 4.011408704075795, 6.155769753163981]","[10642242, 5437743, 107828]","[35474, 32368, 562]","[19650154, 8601049, 500000]","[100023, 111572, 21949, 146615, 61174, 155007]","['freelance', 'freelance', 'freelance']","[11487700, 4069236, 10833865]",0,0,0,0,0,6,20,0,0,1,citizen
22c32775-e8bb-4727-b4ff-f2d194d24007,"[529589, 632085, 107204, 416998]","[4.135737484550559, 5.987111991469085]","[2079416, 4678856]","[34657, 24369]","[5309254, 5000000]","[74561, 69498, 10690, 54484, 30724, 45986]",['freelance'],[10611854],0,0,0,0,0,15,24,1,0,1,other
28c02cb9-ab84-470b-bd97-e380d2644d7c,[806194],"[6.3491429285070655, 9.11477887404239, 6.453134161138346, 4.261282913553858, 3.3334978836841263]","[1866279, 407209, 3866486, 16019035, 16504177]","[11109, 8484, 80552, 222487, 59798]","[2916775, 3948002, 9898735, 18476835, 19421527]","[287382, 271035, 160552, 382427, 166375]","['bonus', 'salary', 'salary']","[4151183, 19437812, 22868349]",0,0,0,0,0,14,2,0,0,1,other
cb5bb287-b228-47f5-88b1-af59373c02d7,"[189908, 211852, 328413]","[7.1019153429928705, 3.898408811663582, 5.776185705885707]","[1551452, 14966249, 206308]","[129288, 103932, 2456]","[1577961, 30732759, 1020753]","[126821, 145226, 26912]","['bonus', 'investment', 'salary']","[2188349, 1924181, 12696904]",0,0,0,0,0,12,21,0,0,1,citizen
350e2ea6-c26f-4382-91ea-87a16d7f1a0f,"[384470, 297990, 212262]","[18.018616485659024, 7.797609748411245, 6.570910777996691, 10.276433417556365, 4.440296306650626]","[142754, 1017797, 338359, 2556269, 3781765]","[11896, 16963, 4699, 53256, 17508]","[1238792, 4062340, 5402560, 3856060, 5000000]","[73173, 66217, 81041, 30564]","['investment', 'investment']","[6225455, 5949268]",0,0,0,0,0,15,15,0,0,1,other
577a9021-47c2-4285-af15-7df4672d453e,"[257376, 562683, 592292, 269252]","[5.475148624097251, 11.530166432645013, 13.453045558357205, 7.442130023346062, 4.847917635115687]","[3041247, 220524, 3366890, 936899, 1819163]","[16896, 4594, 140287, 5577, 21657]","[3577834, 1725657, 3773154, 11858449, 4253228]","[47691, 29253, 39354, 65448, 54642, 12909]","['investment', 'investment']","[6731048, 2096583]",0,0,0,0,0,4,10,0,0,1,permanentResident
c893eee1-3227-4bf9-b664-5164b013e409,"[474179, 435475, 622263]","[5.398542602063124, 3.784678521865742, 10.683527757795513]","[10471205, 4889983, 247630]","[79327, 15673, 2948]","[11100157, 5000000, 1000000]","[130271, 31427, 54216, 108597, 104615]","['freelance', 'freelance']","[10624385, 6936172]",0,0,0,0,0,15,17,0,0,1,permanentResident
16c5a313-2d08-4b26-8011-192d1941c585,"[249255, 135455, 208602, 267438]",[6.231745790427029],[8774292],[52228],[13210442],"[67205, 75722, 113051, 86244, 68128]","['investment', 'bonus', 'investment']","[4202494, 4654619, 6519552]",0,0,0,0,0,13,14,1,0,1,other
6abdefd7-f597-4447-9d54-c49d900fa6c0,"[213682, 472842]","[4.163254953342907, 7.14776081983651, 5.065625000854888, 4.822150609801184]","[5872730, 2267630, 3595101, 5298508]","[54377, 18897, 14980, 73590]","[10827126, 13888217, 8870733, 8717932]","[16156, 73194, 102082, 62180]","['freelance', 'bonus', 'freelance']","[7255310, 3930731, 3460666]",0,0,0,0,0,24,10,0,0,1,other
297d30ed-1e91-4636-bf1b-be77281a9cd1,"[299676, 201464]",[19.25676886941658],[369638],[4400],[770629],"[46510, 17722, 16924, 26579, 24149, 48152]","['investment', 'bonus']","[1745327, 4128268]",0,0,0,0,0,18,2,0,0,1,permanentResident
8fba9599-fd4d-4d44-a192-3676583527b5,"[100159, 100707]","[5.921196104802171, 7.5827626400712]","[4637455, 472096]","[14313, 4371]","[5071192, 500000]","[30086, 31565, 25787, 27904, 16077, 25062]","['bonus', 'freelance']","[2177879, 3127090]",0,0,0,0,0,30,19,0,0,1,other
4df85698-52a3-45c7-b821-94a9a1498ea9,"[317433, 188210]","[8.454915387376097, 5.252114825715028]","[279053, 4222842]","[7751, 17595]","[2319439, 6287533]","[30389, 53207, 54969, 73343, 12543]","['freelance', 'bonus']","[6220535, 2275034]",0,0,0,0,0,24,9,0,0,1,citizen
59d1693d-9d1d-4608-868c-03f6dd20f784,"[100000, 100001, 100000, 100000]",[5.887892954456268],[418319],[3169],[521555],"[10000, 10001, 10001, 10001, 10001, 10000]",['bonus'],[1003078],0,0,0,0,0,1,26,0,0,1,other
