inquiry_id,fund_use_list,fund_amount_list,fund_use_count,total_fund_amount
3540ed0a-4b52-4d9f-9d45-6d738bb1accb,"['Marketing', 'Research and Development', 'Working Capital', 'Office Expansion', 'Inventory', 'Technology Upgrade']","[9566698.0, 1246120.0, 649702.0, 2558503.0, 9779080.0, 69064009.0]",6,92864112.0
3607dd0d-1f7d-4be9-9440-e481e9874f3f,"['Research and Development', 'Technology Upgrade']","[1298217.0, 81039201.0]",2,82337418.0
375c3cb3-a101-4bab-8ae9-80048f971d85,"['Staff Hiring', 'Working Capital']","[6086834.0, 79424607.0]",2,85511441.0
389b0298-5dad-4eff-948b-76d415b2bd09,"['Office Expansion', 'Inventory', 'Marketing', 'Equipment Purchase', 'Working Capital', 'Staff Hiring']","[5510696.0, 4641732.0, 3880934.0, 1207431.0, 1287884.0, 41101606.0]",6,57630283.0
39d3c73d-1948-4ae2-8e16-38ff3afca50c,"['Marketing', 'Working Capital', 'Office Expansion', 'Equipment Purchase', 'Staff Hiring', 'Inventory']","[1989164.0, 824779.0, 3778728.0, 4475052.0, 2923607.0, 28090314.0]",6,42081644.0
39ea5b1b-9963-407e-8e16-9f0b35b1de79,"['Marketing', 'Office Expansion', 'Research and Development', 'Inventory', 'Equipment Purchase', 'Working Capital', 'Staff Hiring']","[500000.0, 500000.0, 500000.0, 500000.0, 500000.0, 500000.0, -1240822.0]",7,1759178.0
39efe4c2-85f7-4971-936c-7c49683303e0,"['Working Capital', 'Research and Development', 'Marketing', 'Equipment Purchase', 'Office Expansion', 'Staff Hiring']","[2348535.0, 619864.0, 2841263.0, 4039601.0, 5503340.0, 80226196.0]",6,95578799.0
3a60b8b4-5c32-4ba8-b8d0-dd85b8c75346,"['Working Capital', 'Research and Development', 'Inventory']","[543077.0, 668808.0, 13414148.0]",3,14626033.0
3b32848f-3530-4026-8c14-3e14e497584f,"['Equipment Purchase', 'Technology Upgrade', 'Research and Development', 'Office Expansion', 'Working Capital', 'Marketing', 'Staff Hiring']","[3854673.0, 2128191.0, 652329.0, 2339150.0, 583949.0, 1029925.0, 19534291.0]",7,30122508.0
3b48695c-73b1-4b7c-929a-45ff6b1e3f1b,"['Staff Hiring', 'Office Expansion', 'Research and Development', 'Marketing', 'Equipment Purchase', 'Inventory']","[5171102.0, 2701162.0, 2586525.0, 2100398.0, 14002550.0, 53672284.0]",6,80234021.0
3b686117-5f64-4b77-800f-f8659c09da61,"['Laboratory Equipment (benchtop, freezers, centrifuges)', 'Leasehold Improvements & Wet Lab Buildout', 'Reagents & Consumables (6–9 months)', 'Salaries for 2 R&D Associates (6 months)', 'ELN/LIMS, Data Analysis Software & Cloud Compute', 'Regulatory/QA Consulting & GLP Documentation', 'IP/Patent Filings & Legal', 'Preclinical CRO Services (assays, tox screens)', 'EHS Compliance, Training & Biohazard Waste', 'Insurance (general, product, lab)', 'Quality Control & Reference Standards']","[14000000.0, 9000000.0, 6000000.0, 9000000.0, 2000000.0, 2500000.0, 2000000.0, 3500000.0, 500000.0, 750000.0, 750000.0]",11,50000000.0
3bf0b534-2dbb-4e24-a6b1-1a6ce0b4aca0,"['Marketing', 'Office Expansion', 'Technology Upgrade', 'Inventory', 'Equipment Purchase', 'Working Capital']","[3534606.0, 1115490.0, 1455059.0, 2311951.0, 2661241.0, 12704137.0]",6,23782484.0
3c707b1c-497d-4b09-ab6d-4c06b22583e5,"['Laboratory Equipment (benchtop, freezers, centrifuges)', 'Leasehold Improvements & Wet Lab Buildout', 'Reagents & Consumables (6–9 months)', 'Salaries for 2 R&D Associates (6 months)', 'ELN/LIMS, Data Analysis Software & Cloud Compute', 'Regulatory/QA Consulting & GLP Documentation', 'IP/Patent Filings & Legal', 'Preclinical CRO Services (assays, tox screens)', 'EHS Compliance, Training & Biohazard Waste', 'Insurance (general, product, lab)', 'Quality Control & Reference Standards']","[14000000.0, 9000000.0, 6000000.0, 9000000.0, 2000000.0, 2500000.0, 2000000.0, 3500000.0, 500000.0, 750000.0, 750000.0]",11,50000000.0
3cbb6f06-1170-44ac-b451-a6eda9c1a1dd,"['Working Capital', 'Marketing', 'Equipment Purchase', 'Technology Upgrade', 'Staff Hiring', 'Inventory', 'Research and Development']","[2171984.0, 7917664.0, 9400691.0, 5592902.0, 4404914.0, 4377649.0, 43246111.0]",7,77111915.0
3d13d933-291a-4b49-a14e-d43604f140be,"['Staff Hiring', 'Marketing']","[1394019.0, 11724725.0]",2,13118744.0
3d304dda-275b-4f0e-b7b7-8ac79257072e,"['Working Capital', 'Staff Hiring', 'Marketing', 'Research and Development', 'Technology Upgrade']","[544348.0, 4481622.0, 5566145.0, 1759742.0, 42881544.0]",5,55233401.0
3d4e56e0-a09a-4d7e-ab03-fc128086e5e7,"['Research and Development', 'Technology Upgrade', 'Equipment Purchase', 'Marketing', 'Office Expansion', 'Working Capital']","[3845541.0, 6047792.0, 10581977.0, 683351.0, 6535485.0, 67620370.0]",6,95314516.0
3d65c606-b05c-435b-83fb-3197e7fb2f26,"['Staff Hiring', 'Office Expansion', 'Working Capital', 'Equipment Purchase', 'Inventory', 'Technology Upgrade']","[16612177.0, 673307.0, 2120898.0, 532728.0, 6948155.0, 71692670.0]",6,98579935.0
3d8723ee-f716-4c0d-99cb-a823efabf568,"['Inventory', 'Marketing', 'Staff Hiring', 'Research and Development', 'Working Capital', 'Equipment Purchase']","[6907493.0, 927771.0, 3169774.0, 1589321.0, 2035161.0, 46590452.0]",6,61219972.0
3d91bc7b-1ac4-41bc-8ca3-fd5317d32e16,"['Inventory', 'Technology Upgrade']","[4816664.0, 38088250.0]",2,42904914.0
3e10fa66-3bb8-4434-ae92-1a6264e5ee80,"['Working Capital', 'Marketing', 'Inventory', 'Equipment Purchase', 'Office Expansion', 'Technology Upgrade', 'Research and Development']","[706549.0, 3774125.0, 2197959.0, 5237064.0, 1717148.0, 2143952.0, 23453721.0]",7,39230518.0
3e298277-2569-41f3-957a-617dceb21780,"['Research and Development', 'Technology Upgrade', 'Equipment Purchase', 'Marketing']","[603092.0, 1026357.0, 3503673.0, 35445176.0]",4,40578298.0
3e329f52-f638-436f-8886-47efff1778a0,"['Staff Hiring', 'Research and Development', 'Marketing', 'Technology Upgrade', 'Inventory']","[500000.0, 500000.0, 500000.0, 500000.0, -67660.0]",5,1932340.0
3e352196-a827-46ad-9d03-9e84b177fa3a,"['Equipment Purchase', 'Technology Upgrade']","[3168893.0, 28928035.0]",2,32096928.0
3e5bba10-fe75-4212-b7ad-453ecf39b57a,"['Technology Upgrade', 'Equipment Purchase', 'Staff Hiring', 'Inventory', 'Working Capital', 'Marketing']","[4023516.0, 9904879.0, 6971719.0, 1352044.0, 770898.0, 51759941.0]",6,74782997.0
3ea4eb5e-570b-49d2-b446-8538ea5417b8,"['Office Expansion', 'Staff Hiring', 'Marketing', 'Technology Upgrade', 'Inventory']","[541080.0, 643999.0, 623200.0, 500000.0, 3658394.0]",5,5966673.0
3f23cf24-5f5a-4cb0-bca6-abcfbf01e642,"['Working Capital', 'Office Expansion', 'Equipment Purchase', 'Research and Development', 'Marketing', 'Inventory']","[1387456.0, 3397676.0, 4363585.0, 1018667.0, 5410202.0, 35974778.0]",6,51552364.0
3f6e6e79-37ad-49e5-9402-76a6f7e49908,"['Working Capital', 'Staff Hiring', 'Marketing', 'Research and Development', 'Office Expansion', 'Equipment Purchase']","[895468.0, 2905538.0, 981251.0, 716342.0, 1029023.0, 16014132.0]",6,22541754.0
3fc69557-6074-4371-979b-8fe9fbdfd4d5,"['Working Capital', 'Staff Hiring', 'Equipment Purchase', 'Office Expansion', 'Marketing']","[2899539.0, 5953749.0, 14969316.0, 3263422.0, 48581787.0]",5,75667813.0
4003f4e9-3348-4c4a-a4a3-02b1db46441e,"['Technology Upgrade', 'Inventory', 'Office Expansion', 'Staff Hiring', 'Marketing']","[2486762.0, 6582644.0, 649470.0, 8214161.0, 52231329.0]",5,70164366.0
41460f7b-99c4-4a89-bf5f-e4207accb1df,"['Equipment Purchase', 'Technology Upgrade', 'Marketing', 'Working Capital', 'Research and Development']","[9527079.0, 4396506.0, 4905497.0, 1238692.0, 52154087.0]",5,72221861.0
429d0448-193a-4e72-8ae1-17099cdbe3b3,"['Office Expansion', 'Technology Upgrade', 'Research and Development']","[1892544.0, 6778664.0, 69223611.0]",3,77894819.0
4382e72a-41b7-4d13-8b85-683b80787cf7,"['Equipment Purchase', 'Inventory', 'Marketing', 'Research and Development']","[7685145.0, 5395681.0, 6039866.0, 35633067.0]",4,54753759.0
43ab2919-72e9-4df8-a7e9-eafae3e3b10f,"['Technology Upgrade', 'Staff Hiring', 'Marketing', 'Research and Development', 'Inventory', 'Equipment Purchase']","[743611.0, 1102244.0, 964910.0, 500000.0, 811066.0, 5604131.0]",6,9725962.0
43f3466b-cc61-4150-b528-eb3915648dbd,"['Working Capital', 'Equipment Purchase', 'Inventory', 'Marketing', 'Staff Hiring', 'Research and Development']","[798670.0, 15118988.0, 6281961.0, 4161428.0, 1757187.0, 33989117.0]",6,62107351.0
4436fafe-0cb8-4639-8126-cb72e6ae9bca,"['Inventory', 'Marketing', 'Office Expansion', 'Working Capital', 'Staff Hiring', 'Equipment Purchase', 'Technology Upgrade']","[1734544.0, 1114041.0, 1451567.0, 827145.0, 3871071.0, 3417409.0, 14750626.0]",7,27166403.0
44b2a49b-b4a6-433a-ad55-1b87d8d5cd61,"['Technology Upgrade', 'Inventory', 'Research and Development', 'Marketing']","[1120376.0, 665922.0, 1110728.0, 23621288.0]",4,26518314.0
44ca477f-cf6b-4aa2-93f6-e49af47a8085,"['Marketing', 'Technology Upgrade', 'Equipment Purchase', 'Staff Hiring', 'Research and Development', 'Inventory', 'Working Capital']","[2062428.0, 1199509.0, 4446097.0, 4873898.0, 1126898.0, 1301281.0, 31351570.0]",7,46361681.0
4549eb79-2934-4ab8-940f-3c9c3f5b6427,"['Research and Development', 'Office Expansion', 'Equipment Purchase']","[2796809.0, 6781869.0, 62124833.0]",3,71703511.0
45f1f214-661b-4661-9714-aed0d41706ed,"['Staff Hiring', 'Marketing', 'Technology Upgrade']","[4545931.0, 1008180.0, 34723172.0]",3,40277283.0
46175007-fb41-43cd-b2c7-1f3077ba6ca9,"['Inventory', 'Marketing', 'Research and Development', 'Working Capital', 'Equipment Purchase']","[5510851.0, 2792207.0, 950819.0, 1056031.0, 31069107.0]",5,41379015.0
46efb6f5-fa2a-4f24-a441-3e9f166f457b,"['Equipment Purchase', 'Office Expansion', 'Inventory', 'Staff Hiring', 'Research and Development']","[8286253.0, 1564075.0, 3927550.0, 2516426.0, 26706770.0]",5,43001074.0
471a4078-3979-4b6e-9b80-a082ae8b8a2c,"['Staff Hiring', 'Marketing', 'Working Capital', 'Research and Development', 'Equipment Purchase', 'Technology Upgrade']","[1428756.0, 3922893.0, 1896866.0, 568417.0, 3524440.0, 61681979.0]",6,73023351.0
48112141-3113-4c89-b916-ad9137f202ba,"['Technology Upgrade', 'Inventory', 'Research and Development', 'Marketing', 'Staff Hiring', 'Working Capital', 'Office Expansion']","[2333944.0, 4636779.0, 1408587.0, 3657501.0, 2165572.0, 1256461.0, 35374937.0]",7,50833781.0
4819ab1e-a187-428f-8707-1f675b7b850d,"['Research and Development', 'Marketing', 'Office Expansion', 'Technology Upgrade', 'Working Capital']","[1252790.0, 1449552.0, 1673401.0, 1663514.0, 25577483.0]",5,31616740.0
49497273-970c-48cb-9ff8-96ceafa5a598,"['Inventory', 'Technology Upgrade', 'Working Capital', 'Staff Hiring', 'Office Expansion']","[500000.0, 500000.0, 500000.0, 500000.0, -293092.0]",5,1706908.0
496b3af8-527e-4403-95b0-919fafc3cff9,"['Staff Hiring', 'Working Capital', 'Office Expansion', 'Technology Upgrade', 'Marketing']","[500000.0, 500000.0, 500000.0, 500000.0, -327518.0]",5,1672482.0
4997fcf8-9e16-4cc0-b58d-02845b6b5eb6,"['Staff Hiring', 'Equipment Purchase', 'Working Capital', 'Research and Development', 'Office Expansion', 'Technology Upgrade']","[716365.0, 927944.0, 500000.0, 500000.0, 647685.0, 7182275.0]",6,10474269.0
4a0b45d8-c150-4f9d-bda8-58a4617b08ee,"['Office Expansion', 'Inventory', 'Staff Hiring', 'Technology Upgrade', 'Marketing', 'Research and Development']","[3373945.0, 5984879.0, 3083447.0, 1718068.0, 2493111.0, 28341088.0]",6,44994538.0
4a1e9530-00b2-4cfe-82a0-f6f2330e9ac5,"['Working Capital', 'Research and Development', 'Inventory']","[711101.0, 2555064.0, 69220740.0]",3,72486905.0
4a2f78ac-44c0-44df-b96d-f2dd51c29f11,"['Marketing', 'Research and Development', 'Working Capital', 'Office Expansion', 'Inventory', 'Staff Hiring', 'Technology Upgrade']","[4268740.0, 1773403.0, 500876.0, 5088937.0, 1488835.0, 2539324.0, 43245986.0]",7,58906101.0
4a9ae545-a31c-4cc8-a08a-19d529700d27,"['Technology Upgrade', 'Research and Development', 'Staff Hiring']","[3848834.0, 959071.0, 56117406.0]",3,60925311.0
4bc5cdff-f960-4e58-a787-c0318693043b,"['Marketing', 'Equipment Purchase', 'Technology Upgrade', 'Staff Hiring', 'Research and Development', 'Inventory']","[761140.0, 2666661.0, 6320737.0, 1440530.0, 1247437.0, 78607531.0]",6,91044036.0
4cb9fe84-d4a4-478f-b940-1d84d2ba2279,"['Inventory', 'Staff Hiring']","[1406381.0, 15245304.0]",2,16651685.0
4df5d8f6-4548-481d-bd93-205e8f401cfe,"['Equipment Purchase', 'Staff Hiring', 'Technology Upgrade', 'Marketing', 'Inventory', 'Office Expansion', 'Research and Development']","[8300976.0, 12082330.0, 2740557.0, 2580422.0, 3031725.0, 6351465.0, 57537910.0]",7,92625385.0
4df85698-52a3-45c7-b821-94a9a1498ea9,"['Research and Development', 'Technology Upgrade']","[1560980.0, 90071290.0]",2,91632270.0
4e1b274e-161d-4ae4-ae6f-09aa24d23167,"['Staff Hiring', 'Working Capital', 'Marketing', 'Research and Development', 'Equipment Purchase', 'Office Expansion']","[2001521.0, 1357666.0, 5311309.0, 870858.0, 7231734.0, 30733501.0]",6,47506589.0
4ebeaf72-fbc2-41aa-a038-d18576f75054,"['Staff Hiring', 'Technology Upgrade', 'Research and Development', 'Equipment Purchase', 'Working Capital']","[4960319.0, 2556549.0, 975286.0, 4471468.0, 23942689.0]",5,36906311.0
4f5163ae-d4d8-4e7e-bc98-844d628a5820,"['Staff Hiring', 'Research and Development', 'Technology Upgrade', 'Marketing', 'Inventory', 'Working Capital']","[1320260.0, 500000.0, 515567.0, 804485.0, 871125.0, 5838111.0]",6,9849548.0
50089777-3f8d-4776-97bb-8372700eafb6,"['Research and Development', 'Working Capital', 'Office Expansion', 'Inventory']","[2314204.0, 1806119.0, 4716270.0, 65871896.0]",4,74708489.0
513393a0-8fc4-4abe-aa45-75c313af2c54,"['Marketing', 'Inventory', 'Equipment Purchase', 'Working Capital']","[4491211.0, 3196439.0, 2132383.0, 22962687.0]",4,32782720.0
51a94ed1-9581-4731-a4e8-0e2daf6c996f,"['Working Capital', 'Equipment Purchase', 'Technology Upgrade', 'Staff Hiring', 'Research and Development', 'Inventory', 'Marketing']","[3224745.0, 16558127.0, 1775633.0, 5183392.0, 689943.0, 5642801.0, 49555338.0]",7,82629979.0
51dfc7d9-f2b3-4b22-b313-3783999c57a8,"['Working Capital', 'Staff Hiring']","[2775105.0, 58891530.0]",2,61666635.0
528471a2-7862-425c-9582-78e82192e83d,"['Technology Upgrade', 'Staff Hiring', 'Marketing', 'Working Capital', 'Equipment Purchase', 'Research and Development', 'Inventory']","[4122790.0, 7072014.0, 4343162.0, 823406.0, 3038772.0, 1064954.0, 20800899.0]",7,41265997.0
52f498ad-3bf4-4218-8174-f1bdfda381c0,"['Staff Hiring', 'Marketing', 'Equipment Purchase']","[1605958.0, 1978285.0, 19859454.0]",3,23443697.0
534ee844-c050-4ed0-b6bf-c4a2aa5238fa,"['Staff Hiring', 'Marketing', 'Equipment Purchase']","[4380412.0, 8456790.0, 50666462.0]",3,63503664.0
53547a7e-bb03-4948-9f1c-f9d05e74d442,"['Marketing', 'Office Expansion', 'Staff Hiring', 'Technology Upgrade', 'Inventory']","[961851.0, 3765906.0, 13888571.0, 5941089.0, 54568940.0]",5,79126357.0
545cb140-f537-4650-ba2f-5bd75af3cbeb,"['Marketing', 'Equipment Purchase', 'Technology Upgrade']","[1212004.0, 1833180.0, 6964205.0]",3,10009389.0
54718466-4ae2-45fc-bbd9-36317466d92c,"['Equipment Purchase', 'Staff Hiring', 'Research and Development']","[13037509.0, 2547183.0, 43487186.0]",3,59071878.0
54c04458-9c4a-48c5-80ab-fd1282250ec6,"['Inventory', 'Working Capital', 'Research and Development', 'Marketing']","[8488692.0, 2272582.0, 1300158.0, 65090737.0]",4,77152169.0
54cb31d0-d8e7-4f6d-915a-761266307474,"['Marketing', 'Technology Upgrade', 'Equipment Purchase', 'Inventory', 'Research and Development', 'Office Expansion']","[1602043.0, 2111843.0, 1140108.0, 3676988.0, 2357932.0, 69775334.0]",6,80664248.0
551e1040-14e9-411c-ac05-6f64453c2916,"['Equipment Purchase', 'Technology Upgrade', 'Marketing', 'Inventory', 'Working Capital', 'Research and Development', 'Office Expansion']","[13278390.0, 1186683.0, 2653280.0, 546818.0, 1594320.0, 811483.0, 37978057.0]",7,58049031.0
55832ddb-d477-4088-88d9-87634a15d67e,"['Working Capital', 'Inventory', 'Technology Upgrade', 'Staff Hiring', 'Equipment Purchase', 'Research and Development']","[773345.0, 713999.0, 2160443.0, 2219506.0, 3982561.0, 25860516.0]",6,35710370.0
55f445de-23b7-4119-aefd-f1b96121a0b6,"['Staff Hiring', 'Inventory', 'Working Capital', 'Office Expansion', 'Research and Development', 'Marketing']","[1071505.0, 560672.0, 511257.0, 549690.0, 517694.0, 9910178.0]",6,13120996.0
56a0567c-7a43-477c-bb9b-259191b826bf,"['Staff Hiring', 'Marketing', 'Equipment Purchase', 'Technology Upgrade', 'Working Capital', 'Office Expansion', 'Research and Development']","[2828460.0, 5298985.0, 10469093.0, 6164610.0, 2002882.0, 2054888.0, 64099214.0]",7,92918132.0
56c44beb-f859-4a67-b1d9-ec5b9939ac67,"['Office Expansion', 'Inventory', 'Marketing', 'Research and Development']","[1218666.0, 1673459.0, 1521677.0, 26477838.0]",4,30891640.0
5738cf07-4178-4c21-b3fd-83f628450b6b,"['Technology Upgrade', 'Staff Hiring', 'Research and Development', 'Equipment Purchase', 'Inventory', 'Marketing']","[6289386.0, 13898414.0, 2591050.0, 6046129.0, 2496296.0, 53166426.0]",6,84487701.0
577a9021-47c2-4285-af15-7df4672d453e,"['Marketing', 'Technology Upgrade', 'Research and Development', 'Inventory']","[2014560.0, 3138999.0, 943974.0, 31602469.0]",4,37700002.0
58b022b9-79ca-4055-80ac-61ee1f8a8472,"['Working Capital', 'Marketing', 'Inventory', 'Technology Upgrade', 'Staff Hiring', 'Research and Development', 'Equipment Purchase']","[1527657.0, 3187333.0, 1185857.0, 2307077.0, 1327742.0, 1159316.0, 25669928.0]",7,36364910.0
58b1c75f-e925-4aa7-b2f8-a2daf7d43e52,"['Research and Development', 'Inventory', 'Marketing', 'Staff Hiring', 'Working Capital', 'Technology Upgrade', 'Office Expansion']","[1471196.0, 3476153.0, 577268.0, 6401506.0, 975083.0, 1992213.0, 25149184.0]",7,40042603.0
590cd986-9c72-4f56-8f87-4d7f709bac94,"['Research and Development', 'Equipment Purchase', 'Inventory', 'Technology Upgrade', 'Marketing', 'Staff Hiring', 'Working Capital']","[567271.0, 1545571.0, 2170695.0, 1003098.0, 759495.0, 2939066.0, 12074828.0]",7,21060024.0
597502dd-42e6-4c2b-9c9a-b92c2a8d3cf1,"['Working Capital', 'Staff Hiring', 'Technology Upgrade']","[918131.0, 1720749.0, 18756280.0]",3,21395160.0
598e1211-fe95-4cf4-9f8b-ef909928f13c,"['Research and Development', 'Equipment Purchase', 'Technology Upgrade', 'Inventory', 'Office Expansion', 'Working Capital']","[3203156.0, 17776391.0, 2377931.0, 2329231.0, 1050315.0, 48137148.0]",6,74874172.0
59b1f3e7-db10-4b13-913b-2e522d048646,"['Equipment Purchase', 'Technology Upgrade', 'Office Expansion', 'Staff Hiring', 'Working Capital']","[598550.0, 1127522.0, 1786375.0, 4206199.0, 69172257.0]",5,76890903.0
59d1693d-9d1d-4608-868c-03f6dd20f784,"['Working Capital', 'Research and Development', 'Office Expansion', 'Inventory', 'Staff Hiring', 'Marketing', 'Equipment Purchase']","[604045.0, 1200183.0, 804607.0, 3381133.0, 7305035.0, 4264567.0, 30913779.0]",7,48473349.0
5a0c6b64-5f56-4a7a-8514-041ad01c3c48,"['Equipment Purchase', 'Office Expansion', 'Technology Upgrade', 'Research and Development', 'Working Capital', 'Marketing', 'Staff Hiring']","[15775975.0, 3617882.0, 3672145.0, 785461.0, 1397348.0, 2746391.0, 57726897.0]",7,85722099.0
5a15e376-b26f-4835-9c7a-cd7820ed7729,"['Technology Upgrade', 'Equipment Purchase', 'Inventory', 'Staff Hiring', 'Working Capital', 'Office Expansion', 'Marketing']","[750158.0, 2564054.0, 1239038.0, 2620034.0, 562314.0, 639777.0, 16602876.0]",7,24978251.0
5b1ccafe-0109-49df-9887-eb3d01b568dd,"['Office Expansion', 'Working Capital', 'Marketing', 'Technology Upgrade', 'Inventory', 'Staff Hiring']","[5200915.0, 2511901.0, 6225669.0, 782747.0, 2174307.0, 44382006.0]",6,61277545.0
5c6e76b3-f314-4c74-88b0-e1e8c5ccbbeb,"['Inventory', 'Equipment Purchase']","[9073793.0, 61319077.0]",2,70392870.0
5c76779e-04a3-4dde-a549-43cddd78d3d6,"['Office Expansion', 'Technology Upgrade', 'Working Capital', 'Research and Development', 'Marketing']","[1302754.0, 550555.0, 1329310.0, 1090646.0, 35205877.0]",5,39479142.0
5caa496f-c3f8-44d1-8855-47a1b6c10e8b,"['Inventory', 'Equipment Purchase', 'Marketing', 'Working Capital', 'Staff Hiring']","[2500194.0, 927663.0, 2781527.0, 549834.0, 18655018.0]",5,25414236.0
5daaae29-bd32-4ba2-ba99-cef08d1a47f9,"['Office Expansion', 'Working Capital', 'Staff Hiring', 'Marketing', 'Research and Development', 'Equipment Purchase', 'Inventory']","[1139444.0, 650470.0, 1089030.0, 1205040.0, 512626.0, 968202.0, 8787857.0]",7,14352669.0
5e293f45-4177-414c-810b-7e843425f1a0,"['Working Capital', 'Equipment Purchase']","[1943001.0, 57006866.0]",2,58949867.0
5e39f10a-04c9-455c-b584-1fd5b987bcfb,"['Research and Development', 'Equipment Purchase']","[2241618.0, 78573664.0]",2,80815282.0
5e6a7122-fbe1-40c7-afed-266f92918ae8,"['Marketing', 'Staff Hiring', 'Inventory', 'Working Capital', 'Technology Upgrade', 'Office Expansion']","[1548078.0, 12810915.0, 708253.0, 3046596.0, 2143863.0, 63381993.0]",6,83639698.0
5ed9ba34-a357-4840-b9a0-9a98201511aa,"['Working Capital', 'Technology Upgrade']","[1650060.0, 96772423.0]",2,98422483.0
5ef81bff-3aa6-44ea-be8b-62a14b6a378d,"['Inventory', 'Staff Hiring', 'Office Expansion', 'Equipment Purchase', 'Working Capital', 'Research and Development', 'Marketing']","[8408060.0, 6575265.0, 3271757.0, 15665798.0, 1688079.0, 1793110.0, 43580671.0]",7,80982740.0
5f058e87-476a-4460-9d01-55b68d3f0c5f,"['Working Capital', 'Equipment Purchase', 'Technology Upgrade']","[1133228.0, 9563290.0, 51419936.0]",3,62116454.0
5fd6c877-f80b-49d4-8dcb-4c6b7d2668bd,"['Research and Development', 'Office Expansion']","[500000.0, 1650548.0]",2,2150548.0
604821b9-95bb-4954-8115-e09f003fb51d,"['Technology Upgrade', 'Working Capital', 'Research and Development']","[3853064.0, 2569999.0, 66987785.0]",3,73410848.0
605e1fe2-6044-4a73-9aa2-4d284b04a1d0,"['Staff Hiring', 'Working Capital', 'Office Expansion', 'Marketing', 'Research and Development', 'Technology Upgrade']","[6861727.0, 1417284.0, 2755590.0, 4568828.0, 1428951.0, 33513585.0]",6,50545965.0
6190b234-475a-46c3-8314-cdbe29b2e94b,"['Marketing', 'Inventory', 'Research and Development', 'Working Capital', 'Staff Hiring']","[6944918.0, 3965166.0, 2240767.0, 2130297.0, 44080117.0]",5,59361265.0
61a9579b-21d6-4942-8edb-814a8deb9fa9,"['Equipment Purchase', 'Staff Hiring', 'Office Expansion', 'Research and Development']","[2117001.0, 2199905.0, 3021676.0, 36841468.0]",4,44180050.0
61e899ce-0c00-48f4-b88c-3fbb57bb37fb,"['Research and Development', 'Marketing', 'Inventory', 'Working Capital', 'Office Expansion', 'Technology Upgrade', 'Staff Hiring']","[761823.0, 12332233.0, 2097796.0, 3443609.0, 5258373.0, 6316763.0, 57960193.0]",7,88170790.0
624fc3ac-3060-4b84-8c7e-4fcc0d5951dc,"['Inventory', 'Equipment Purchase', 'Staff Hiring', 'Technology Upgrade', 'Working Capital', 'Marketing', 'Research and Development']","[10310655.0, 15576235.0, 5718795.0, 5262190.0, 1468506.0, 1111118.0, 56610036.0]",7,96057535.0
62badb53-ac77-4382-83fa-c589bc575e34,"['Equipment Purchase', 'Working Capital']","[1964526.0, 31786388.0]",2,33750914.0
63086cb7-5ec2-4007-9104-8b0790f18377,"['Equipment Purchase', 'Inventory', 'Research and Development', 'Office Expansion', 'Marketing', 'Working Capital']","[9325749.0, 1822997.0, 1278659.0, 1736449.0, 2304368.0, 30321515.0]",6,46789737.0
64315c6e-5305-4c43-94d2-c0e7d3aff3a6,"['Marketing', 'Research and Development']","[2328606.0, 59826647.0]",2,62155253.0
6437dd64-0368-4a98-af58-f60e1677a313,"['Staff Hiring', 'Inventory', 'Marketing', 'Working Capital', 'Office Expansion']","[4758886.0, 11494683.0, 3489437.0, 2621446.0, 63616889.0]",5,85981341.0
64aa7167-3368-47a1-9d2c-709e510eee6c,"['Research and Development', 'Equipment Purchase', 'Inventory', 'Staff Hiring', 'Marketing', 'Technology Upgrade', 'Office Expansion']","[801742.0, 8305088.0, 5411604.0, 5388717.0, 983854.0, 2302155.0, 32525191.0]",7,55718351.0
651440fd-7f47-4858-b07c-a95c8ecce3c6,"['Staff Hiring', 'Office Expansion', 'Technology Upgrade', 'Working Capital']","[596788.0, 500000.0, 500000.0, 1727134.0]",4,3323922.0
66037517-fd54-4945-8b75-b55e606c6ea0,"['Working Capital', 'Technology Upgrade', 'Marketing', 'Research and Development', 'Equipment Purchase']","[3001532.0, 1822866.0, 8919091.0, 2451888.0, 61335934.0]",5,77531311.0
66eb3f04-39c0-4b31-84d0-7c76f4545ca6,"['Working Capital', 'Technology Upgrade', 'Equipment Purchase', 'Marketing']","[1162615.0, 5250638.0, 15860268.0, 64426843.0]",4,86700364.0
68a74736-b756-4ecb-820a-07381cdb8128,"['Equipment Purchase', 'Inventory']","[3483887.0, 28036432.0]",2,31520319.0
68c2f7f7-c35c-43c4-8d17-f6d53f7a5f8c,"['Working Capital', 'Office Expansion', 'Research and Development', 'Equipment Purchase']","[2240087.0, 3947791.0, 854256.0, 39702656.0]",4,46744790.0
69025073-200c-4b6e-8bd4-560ce00e0b51,"['Marketing', 'Equipment Purchase', 'Office Expansion']","[3351021.0, 3514125.0, 21360051.0]",3,28225197.0
693c807b-de28-4799-a0c6-febdac37191c,"['Research and Development', 'Marketing', 'Technology Upgrade', 'Inventory']","[3169854.0, 12321484.0, 4453465.0, 77194552.0]",4,97139355.0
69d00ffe-46c7-47a9-846b-940c6e9f3aae,"['Working Capital', 'Staff Hiring', 'Technology Upgrade', 'Inventory', 'Marketing', 'Research and Development']","[1446532.0, 7817411.0, 3557793.0, 2738645.0, 6701303.0, 48565855.0]",6,70827539.0
