inquiry_id,ind_det_debts_interestRate,ind_det_debts_currentBalancet,ind_det_debts_monthlyPayment,ind_det_debts_originalAmount
69d00ffe-46c7-47a9-846b-940c6e9f3aae,[3.297314538911271],[9668702],[67144],[34128265]
d0264e7c-ab3f-4799-ab4f-ab6728d04664,"[10.827546740120733, 9.494256988764057, 6.078686643178884]","[3880142, 576001, 286053]","[53891, 9600, 1255]","[4027526, 1000000, 500000]"
101ace25-8aa5-4b5d-af32-f2067ad3e445,"[7.805234228930876, 5.541486907799604, 16.096296059518377, 5.823308530792201]","[1874921, 7901905, 825273, 682764]","[31249, 38735, 34386, 4064]","[3387440, 8035897, 911141, 1207846]"
8362435c-8bf4-4cbc-8ae9-b0a8e94ae8ba,"[6.324989113836155, 5.706751779602767, 8.243237741709555]","[804500, 707095, 488733]","[3944, 8418, 13576]","[7381994, 1519312, 575996]"
0384fcf5-5cf5-4dff-8894-0d258bf5e4ec,"[11.330464296044873, 4.7446283726441845, 4.768860395687495, 5.298760705716285, 6.354533443382927]","[2111660, 6404402, 662908, 914480, 1093541]","[29329, 106740, 3683, 2628, 30376]","[8507834, 7240870, 10565231, 9787630, 4341545]"
a39b07e9-ee4e-4cc1-a1dd-b8b49c8728a4,"[5.350088693630537, 5.031421552731141, 7.1956518035568715, 7.411753299327954]","[17953305, 3408047, 630229, 7978669]","[149611, 17750, 3501, 94984]","[18117859, 8884317, 4544178, 9360123]"
56c44beb-f859-4a67-b1d9-ec5b9939ac67,"[7.947313794647902, 4.874731767011765, 5.096523037183178]","[420093, 2229638, 1985886]","[11669, 13272, 33098]","[7176559, 3994735, 2190519]"
6fba77ad-9419-4d0e-9dba-35a8ef311017,"[4.666071033766878, 10.534806356495075]","[214065, 503464]","[1487, 6993]","[5000000, 1000000]"
98d86664-c23b-416a-a49b-0c7240fc83b2,"[4.158688502385868, 5.460277023598904, 4.359211298692911]","[4748881, 10806284, 3257019]","[39574, 47396, 10053]","[7208386, 13968287, 5000000]"
7fbd61e8-b11c-479f-bcac-314b16c7c470,"[13.706724463927277, 6.247118731268788, 14.707981497251197, 6.017253768862924, 6.088114714273673]","[728376, 2122137, 3988694, 8135921, 832811]","[12140, 11790, 83098, 56499, 17350]","[4905328, 24330996, 4686449, 10160526, 1289210]"
5b1ccafe-0109-49df-9887-eb3d01b568dd,[6.543641412353658],[270010],[3750],[1352991]
d2d9f73d-f9f3-468e-a756-305c62939fdc,"[4.92977776520146, 9.879870350650787]","[7414595, 375920]","[44134, 7832]","[38760461, 504563]"
c4596ecf-b549-4e12-a6a1-a1464c98de53,"[4.581068211593018, 6.840763535077039, 13.515859420755437, 16.60132507877156, 10.277624293379391]","[2179091, 8501801, 410626, 403764, 1285183]","[36318, 28339, 5703, 16824, 21420]","[4266124, 12873713, 627140, 705126, 1796599]"
0f51edd0-ef66-4ac0-b17a-e7637b2e82e6,"[4.180413281760284, 7.0168667058681855]","[3498367, 4290540]","[29153, 23836]","[13840613, 4792213]"
5a0c6b64-5f56-4a7a-8514-041ad01c3c48,"[9.64224487544124, 18.101674304187476, 10.706949421875528]","[1499093, 3958535, 479521]","[41641, 65976, 6660]","[5782026, 4893938, 3157768]"
66eb3f04-39c0-4b31-84d0-7c76f4545ca6,"[4.88846845641393, 8.532339371924358, 5.629427990662093, 12.133482076999531]","[1177954, 7641565, 1872253, 1861293]","[19633, 127359, 7801, 38777]","[15521405, 8391906, 3849619, 2388896]"
5ed9ba34-a357-4840-b9a0-9a98201511aa,"[5.680771805024282, 19.354828703218658, 6.189895471541851, 6.049185343893052, 3.3100826349639347]","[5447426, 638568, 3846555, 2990743, 2413466]","[25220, 53214, 11872, 11329, 20112]","[5896991, 1124418, 5000000, 5000000, 5000000]"
9bedf1eb-570c-405e-b0fd-57b54b2a0162,"[11.283158521980704, 6.845721419509518, 5.223173805750026, 8.98809215509213]","[891227, 12164955, 9008828, 154816]","[12378, 48274, 35749, 2150]","[1426954, 25539612, 11975372, 7962120]"
11ae0c21-073a-486f-9e7a-d02895b6172a,[7.169207984959003],[437244],[1822],[1385604]
ef4caa63-5ed6-416b-b7c9-1f19c9219ac5,"[11.384497120701914, 6.976675127297478]","[872258, 4123243]","[18172, 28634]","[3223807, 4511340]"
19919be4-046f-4a37-8fe2-93883fab30af,"[17.158293162519985, 5.372295195939184, 5.547816777637131, 6.012024738329806, 6.630811446751568]","[764291, 19674846, 1893448, 2654422, 196423]","[10615, 74526, 17532, 36867, 3274]","[2302428, 21439568, 2411502, 4223550, 1000000]"
860d2dcf-0a65-4470-be1b-1ac6d43b7680,"[12.052130635051594, 9.883816126610807]","[3840241, 1722254]","[45717, 20503]","[4108413, 9749791]"
e0f8a26d-9ec7-45dc-b935-17ecc62e8468,"[6.55266095602986, 10.68253806334949, 9.909129996477184, 12.888225925563987]","[383338, 258906, 108769, 196730]","[6389, 7192, 1295, 5465]","[1518525, 1122224, 1000000, 200000]"
978d154b-2a01-452d-a6d9-6baa52806c56,"[9.061927794257276, 13.101923325335095, 6.5326439154024225, 7.0245793538559935]","[278109, 120753, 217280, 122056]","[23176, 10063, 696, 1695]","[535857, 210400, 5437530, 200000]"
948c52bf-af88-471c-a8d5-312282bc15a3,[7.186238898056097],[565399],[7853],[5454603]
1396746e-0a46-4ead-ba05-6a328ae4a29a,[11.751425172495345],[3274992],[68229],[6860820]
ef260ed5-41f8-4d11-9a57-bfd1bff2659c,"[7.390500195331287, 12.954369147130553, 5.09516453710895]","[15790910, 1024716, 2264874]","[119628, 12199, 62913]","[18020855, 1650624, 6023123]"
e76c61db-79a5-4d53-8f27-b9cb2b0353d0,"[5.508173446767898, 13.38461842053404]","[16957930, 489616]","[235527, 6800]","[17008749, 494133]"
13fa3433-e757-4e87-9c98-435c8868af0d,"[9.364342104878848, 4.2709378738093315, 6.1138418740868605, 19.810763218333257]","[1060382, 3458353, 2031468, 176206]","[14728, 18012, 7360, 3671]","[7371849, 5426653, 5000000, 200000]"
c92b5511-d122-4d50-b6f4-009fcefeb49d,[7.27153342464039],[5110527],[70980],[7881765]
3146ef94-dc42-4393-b5df-ba163fe22ea3,[7.590064841173262],[1181923],[24623],[4369754]
ac805ead-7709-4319-bd7b-1e2fe07ae535,"[6.889609922179391, 3.530566588736106, 6.51530994212041]","[875400, 2598993, 278776]","[10421, 14439, 2904]","[2228115, 5000000, 500000]"
30817e50-6b6e-4867-a4d6-df654f1c06e3,"[12.719010584125932, 7.42579361407538, 9.912919831644164]","[247090, 195386, 1043816]","[3432, 814, 17397]","[3522023, 10895238, 1397248]"
ef9dfa21-80d9-4146-80e8-5a011f9ee248,"[5.658318778278294, 5.169821676425982]","[5595613, 1646189]","[35869, 19597]","[39725808, 1799866]"
58b022b9-79ca-4055-80ac-61ee1f8a8472,"[6.871862283313658, 5.85939649105655, 5.931693023698289]","[1450264, 409884, 370993]","[15107, 4880, 2208]","[3111895, 1251556, 616063]"
e73a809a-0e53-4a60-b0ce-069779cc9728,"[6.641216147268525, 3.498479649001629]","[640660, 14602968]","[10678, 71583]","[1858963, 24083661]"
aa52f1ca-c784-4867-9d46-3dfed73668d3,"[10.696680721008587, 6.533136430269905, 6.124723548394171, 5.357054652512303]","[5333726, 4899340, 30877093, 368986]","[63497, 136093, 111874, 2365]","[7440209, 8781676, 58847333, 702021]"
82292b37-56f4-471b-ab7a-c7c1baa1cb76,"[6.3573349008739815, 15.928864135529423]","[653954, 494021]","[27248, 6861]","[655018, 495768]"
e8bab081-08da-4e8e-ba88-96ca9242e672,[10.544281953092195],[4020644],[47865],[8712614]
b598895f-8613-4a9f-9103-d3d2c6d640db,"[15.148596758902848, 3.051740201262053, 3.8243475678063565, 10.49562992283722, 6.53914350349569]","[1441580, 5938419, 3763311, 269445, 1215943]","[60066, 44988, 24124, 11227, 20266]","[2161249, 7022634, 5421831, 3329323, 8159532]"
83033f58-e737-4e0e-92de-7bbed79a8eb9,"[6.317565875709478, 4.403684340044011, 19.809108162614493, 4.019754037724472, 4.172101548493723]","[15536014, 3266222, 160455, 334480, 463962]","[51787, 14326, 2674, 3982, 2274]","[28654330, 5000000, 200000, 500000, 500000]"
17177716-19e9-4af0-92dd-8d6b3c7ed9ca,"[5.418222031819717, 16.85509149811296, 17.80089475142789, 18.24111309654866, 5.990991090419996]","[18107042, 212958, 3026058, 799527, 29074922]","[83829, 2535, 36025, 22209, 142524]","[18592524, 1660589, 3526067, 1134259, 30663978]"
a663d05a-4ab8-4e9e-95cb-8d27c264ab4f,[6.423243662440237],[2747637],[19081],[5000000]
c33e280a-02ee-45bc-bbbc-793e9be9e5c9,"[5.426990994753895, 5.398949419079621]","[9646653, 2083255]","[27720, 10212]","[16028311, 5000000]"
e3e24141-c786-48bf-92d2-e7f7a47085a2,"[4.795658260587471, 7.802857275093567, 4.464512535849696]","[11460251, 230407, 1487297]","[47751, 2743, 4131]","[13307993, 500000, 5000000]"
249fc1f6-1fed-49b4-afef-566f8f0e494e,"[5.336668657330804, 14.226695503024573]","[18858162, 124222]","[60443, 2070]","[35711984, 3877964]"
cdcec394-625a-4908-a038-ff13c51025f4,"[5.940816393740192, 4.374675160114166, 5.6009409851052165, 4.705841029975962]","[4316864, 2720466, 6188853, 10185157]","[35974, 12595, 57304, 32645]","[10916112, 7427751, 14710800, 37809814]"
2ae2e665-8ea6-4d53-986e-6c228ff39fce,"[12.594817116380911, 7.06022628827259, 6.258889161227011]","[1426484, 4155390, 12032964]","[23775, 18225, 83562]","[1435575, 4199583, 24255731]"
e563ca02-3fbd-4010-aced-dc78f8335ac0,[4.697553455401356],[2377513],[39625],[4040254]
12da48aa-0163-4eca-a623-3662c540bdba,"[12.130679363792073, 5.722784272292233, 5.055379415853468, 6.52035748792002]","[1712176, 18438795, 4654708, 837375]","[35670, 118197, 22817, 2326]","[3340476, 34278884, 5000000, 5000000]"
3e5bba10-fe75-4212-b7ad-453ecf39b57a,"[5.106467086890184, 5.287746632660807]","[6189813, 18288602]","[51582, 52553]","[13708789, 26724681]"
706abbe1-abf6-4830-8fa7-b5f84457350d,"[3.2137565543748305, 4.69897409932027]","[4403305, 2968266]","[33358, 35337]","[6737817, 5300729]"
726448d8-5b4f-46fb-9d99-1ca055965ba9,[4.49401737365892],[25285489],[150509],[25313106]
89ffb5d0-4d71-4626-bfcf-f6f0112e3205,"[14.719222001981041, 6.957012826971684]","[2313300, 7639070]","[192775, 53049]","[3074953, 15803363]"
106f974f-40b0-4075-be02-f38969c350e5,"[7.721125040433513, 5.077195985827907]","[8240963, 1869507]","[57229, 15579]","[8321319, 5016148]"
4cb9fe84-d4a4-478f-b940-1d84d2ba2279,[4.292955870244073],[459683],[2394],[6256129]
85ad3f5a-16ad-4f7e-8a50-bf81fd299777,"[4.38259001695409, 6.275207102003282]","[5836124, 4299824]","[97269, 17916]","[7676860, 5364402]"
10a89583-8683-4e9e-a367-57bdd4e39c52,"[6.869840717666329, 6.3146581466562335]","[1699806, 11086127]","[5902, 46192]","[14766072, 19619631]"
545cb140-f537-4650-ba2f-5bd75af3cbeb,"[12.633050004445105, 6.077384142086684, 12.386243617473006, 6.684506711605783]","[2221389, 21475316, 686306, 2113097]","[30853, 127829, 19064, 29349]","[2538990, 22050658, 1023762, 9564137]"
62badb53-ac77-4382-83fa-c589bc575e34,"[5.132014229622142, 7.979132429324019]","[16628664, 2792119]","[92381, 13687]","[19322774, 5559836]"
c06870ee-a22f-420d-b7cf-111b533ff433,"[6.367124159811632, 6.925115251943196, 3.445481510852282, 14.554632626582846]","[228072, 7913237, 6355519, 1583625]","[2715, 31402, 37830, 26394]","[234698, 10258814, 8366422, 2358692]"
5e293f45-4177-414c-810b-7e843425f1a0,"[7.715919699078264, 4.591016736175987]","[1725699, 1206193]","[47936, 10052]","[4886618, 6811684]"
8abce1a3-8388-45ce-b52f-a0ec18178c22,"[4.353912221833518, 13.655941464326066, 8.243065686643053, 6.13819832377642]","[1128569, 1776642, 1125830, 832323]","[4950, 148054, 13403, 5335]","[4175544, 3879242, 1930569, 3143770]"
c5a7861a-e747-4cec-bcac-f5a9f05261bb,"[4.067973486960923, 14.217719802523986, 4.589554281988969, 5.5069002454223845]","[1095177, 254765, 4629075, 501195]","[3651, 4246, 35069, 2610]","[7558388, 274207, 5071470, 653304]"
9dbc4ab7-1674-467f-b7dd-74280184c47a,"[11.488165494257357, 7.648545634468214, 3.6082436964382105, 10.058470976731806, 7.326076004398254]","[6587867, 2280210, 1468221, 1785479, 734536]","[137247, 10001, 4894, 74395, 8744]","[8600983, 4255038, 9103990, 3162638, 1117402]"
6acf549c-098f-4ba2-a255-3abb3062958a,"[6.461503077961513, 5.111725211825899]","[6758176, 28206800]","[37545, 130587]","[16441505, 34506297]"
05cf84f7-d537-4350-94b6-36e68edf924e,[10.769970803793093],[782590],[9317],[4732770]
f818b575-ca6c-4679-ae52-c3505a178e90,"[6.6994802527985575, 6.948612758723522, 5.682100215079632, 4.822824351497274]","[1190301, 3181480, 7323748, 7554285]","[99192, 33140, 87187, 29977]","[3967442, 3221781, 9336790, 9476964]"
68c2f7f7-c35c-43c4-8d17-f6d53f7a5f8c,"[6.81852959361983, 13.716309023140175, 3.812871652979505, 9.844820701154323]","[7600706, 1845190, 28575946, 648354]","[57581, 153766, 95253, 54030]","[8286064, 3002525, 33237577, 3196154]"
e2e94cf9-a725-4a0f-9f3d-953f09e17b26,"[6.506705039210762, 7.554294590831621]","[510618, 730648]","[10638, 3582]","[1339525, 2559667]"
551e1040-14e9-411c-ac05-6f64453c2916,[13.851134976048227],[161088],[2237],[238994]
fa602c9a-4d84-4dc2-86e1-0a69315ff98a,[5.530512535856238],[21062820],[79783],[24060093]
64315c6e-5305-4c43-94d2-c0e7d3aff3a6,[7.390458799625938],[1388854],[8267],[14707437]
6dd64558-dfc5-4dfc-a13f-7146f626c40f,"[7.108322830814711, 7.753659027897157, 9.578624691068509, 6.849360966892032]","[2396816, 4314927, 167826, 322733]","[66578, 71915, 13986, 3842]","[7453113, 8392884, 200000, 500000]"
7ac03d8b-15ee-403b-9338-01552a849f4f,"[9.99016730210354, 8.580817113782235, 5.912250473144178]","[7263484, 1023066, 5664173]","[86470, 21314, 15734]","[8702902, 1324453, 29091964]"
15160f11-d0de-4db1-bdd6-95c510129f5d,"[4.534816463390717, 5.128294223876786, 11.5774603936729]","[4552969, 1393869, 646208]","[27101, 11616, 10770]","[10186932, 2078661, 1000000]"
bee1cd89-4292-4232-a9eb-aaaae46044dc,"[3.0306639147421004, 6.545704095545958, 12.647672180844484, 12.187251277081756]","[8586358, 751997, 139610, 126761]","[28621, 6267, 5817, 1509]","[23765109, 5464161, 200000, 200000]"
d43c1d15-adf1-483f-be9e-e87f008db4c1,"[5.477918811699373, 5.800521192966553, 7.432184381173913, 12.142105160371786, 7.624619209821896]","[9212560, 8120597, 429609, 227747, 579964]","[38386, 27069, 5114, 18979, 6904]","[19401604, 24007784, 4871527, 395557, 642571]"
a6c4b09f-41b8-4830-bd20-493440ac3e2c,"[15.664024584810528, 6.2365527524005895]","[4177714, 1063529]","[174071, 8863]","[4671453, 2488297]"
8651b322-1685-404c-beab-c62f9834ff91,"[6.897137320540247, 4.267500074139274, 10.219945642041303, 10.768047859041028, 5.25603545126214]","[1719360, 129469, 491056, 160909, 418690]","[5307, 599, 13640, 2682, 3877]","[17466559, 500000, 1000000, 1000000, 500000]"
6d64bf9e-37c3-4850-9e40-14b672896105,"[6.511208385576584, 5.116362335147398, 4.090596750583333, 17.01177754840953, 12.277679900295512]","[8575045, 18285659, 3238187, 149483, 1425759]","[238196, 108843, 22487, 1780, 59407]","[9504360, 58449912, 9858128, 322662, 4664026]"
f3347c71-cde5-43bc-ac56-725cbba06a0e,"[6.500549372770361, 6.827305474094517, 3.906842808510087, 5.349596745159288, 6.342272796784096]","[2988924, 10494797, 4483783, 440856, 169629]","[83026, 46030, 33968, 5248, 1285]","[7881133, 19156541, 5304990, 500000, 5000000]"
b3972752-4381-44c3-88f7-eafe0087477a,"[9.176952230373836, 6.077456378257532, 7.338005683936079, 4.7613208203843485]","[772963, 162650, 968552, 3785684]","[21471, 1043, 26904, 19717]","[1032839, 508158, 1000000, 5000000]"
95cd07b8-d571-4920-bf53-41e3da779efa,"[4.6695435572475255, 4.011408704075795, 6.155769753163981]","[10642242, 5437743, 107828]","[35474, 32368, 562]","[19650154, 8601049, 500000]"
22c32775-e8bb-4727-b4ff-f2d194d24007,"[4.135737484550559, 5.987111991469085]","[2079416, 4678856]","[34657, 24369]","[5309254, 5000000]"
28c02cb9-ab84-470b-bd97-e380d2644d7c,"[6.3491429285070655, 9.11477887404239, 6.453134161138346, 4.261282913553858, 3.3334978836841263]","[1866279, 407209, 3866486, 16019035, 16504177]","[11109, 8484, 80552, 222487, 59798]","[2916775, 3948002, 9898735, 18476835, 19421527]"
cb5bb287-b228-47f5-88b1-af59373c02d7,"[7.1019153429928705, 3.898408811663582, 5.776185705885707]","[1551452, 14966249, 206308]","[129288, 103932, 2456]","[1577961, 30732759, 1020753]"
350e2ea6-c26f-4382-91ea-87a16d7f1a0f,"[18.018616485659024, 7.797609748411245, 6.570910777996691, 10.276433417556365, 4.440296306650626]","[142754, 1017797, 338359, 2556269, 3781765]","[11896, 16963, 4699, 53256, 17508]","[1238792, 4062340, 5402560, 3856060, 5000000]"
577a9021-47c2-4285-af15-7df4672d453e,"[5.475148624097251, 11.530166432645013, 13.453045558357205, 7.442130023346062, 4.847917635115687]","[3041247, 220524, 3366890, 936899, 1819163]","[16896, 4594, 140287, 5577, 21657]","[3577834, 1725657, 3773154, 11858449, 4253228]"
c893eee1-3227-4bf9-b664-5164b013e409,"[5.398542602063124, 3.784678521865742, 10.683527757795513]","[10471205, 4889983, 247630]","[79327, 15673, 2948]","[11100157, 5000000, 1000000]"
16c5a313-2d08-4b26-8011-192d1941c585,[6.231745790427029],[8774292],[52228],[13210442]
6abdefd7-f597-4447-9d54-c49d900fa6c0,"[4.163254953342907, 7.14776081983651, 5.065625000854888, 4.822150609801184]","[5872730, 2267630, 3595101, 5298508]","[54377, 18897, 14980, 73590]","[10827126, 13888217, 8870733, 8717932]"
297d30ed-1e91-4636-bf1b-be77281a9cd1,[19.25676886941658],[369638],[4400],[770629]
8fba9599-fd4d-4d44-a192-3676583527b5,"[5.921196104802171, 7.5827626400712]","[4637455, 472096]","[14313, 4371]","[5071192, 500000]"
4df85698-52a3-45c7-b821-94a9a1498ea9,"[8.454915387376097, 5.252114825715028]","[279053, 4222842]","[7751, 17595]","[2319439, 6287533]"
59d1693d-9d1d-4608-868c-03f6dd20f784,[5.887892954456268],[418319],[3169],[521555]
abb57960-452b-4d02-80ae-0b3179a51f48,"[3.2326942020504528, 9.174681491457733, 5.849019345799228, 7.606348602959409, 3.9921520495842477]","[2547553, 181096, 494940, 458699, 4064776]","[8846, 3773, 3750, 2730, 15397]","[5000000, 200000, 500000, 500000, 5000000]"
ae567781-aed4-4f2f-b012-5d4028dd8a89,"[6.197359285525849, 7.592928898396369, 9.231357864088805, 19.239671409083154]","[716003, 5240863, 268010, 1135662]","[11933, 21837, 7445, 94639]","[907740, 5759674, 343189, 4479422]"
23be1fdd-8e81-4e83-9299-7ceb86da54ed,"[4.390423754423681, 4.686041969837854]","[4546030, 1527828]","[27060, 11574]","[11341942, 5659983]"
f6d4ac43-7185-4f75-9647-0ad3c697ac49,"[9.003440486232103, 9.812120603777242]","[1203488, 894789]","[20058, 24855]","[3943779, 2021049]"
e56aaf38-fa92-4488-83ce-f74e35f9e2b7,"[7.9916970350644885, 5.875631418673634, 6.394238628514814, 3.1775975218118426, 6.919268578812158]","[2327866, 2535162, 3922923, 2463752, 100518]","[38798, 30181, 12573, 7333, 493]","[2771151, 3737709, 5794117, 5079071, 500000]"
889f64ee-3b9f-4782-ab55-ea3033231809,"[3.690787130409583, 4.745887853966531, 19.75777237144335, 5.906490221931547]","[4060235, 736061, 596722, 441057]","[13534, 8763, 8288, 6126]","[15498651, 1063562, 1633844, 2217166]"
c8f59362-c6de-4ff1-9257-d2e205243ff1,"[16.337603281947267, 3.535524132272008, 6.540406062243969]","[646039, 2195081, 4512257]","[8973, 6308, 14462]","[1456214, 5000000, 5000000]"
48112141-3113-4c89-b916-ad9137f202ba,"[4.550494248152708, 10.4938724500117, 6.418386377366077, 10.834699085134549]","[7424419, 3807553, 4902703, 144354]","[51558, 105765, 58366, 2406]","[11484317, 4442885, 7899992, 1733513]"
52f498ad-3bf4-4218-8174-f1bdfda381c0,"[5.125748549157146, 6.69887231727736, 3.187186565974996, 4.8142472771033775]","[1327286, 1044048, 11279490, 925280]","[15801, 4579, 31332, 5931]","[1706688, 9399323, 27405848, 2944557]"
3a60b8b4-5c32-4ba8-b8d0-dd85b8c75346,"[11.464547115712339, 9.71943516628146]","[497782, 4642702]","[13827, 64482]","[1049241, 7433518]"
94b915dc-5960-4310-b97d-edab942f7551,"[10.395588161422019, 5.121416818594119, 16.303681302661488, 6.573010125879612, 14.494930918642382]","[149381, 926474, 205895, 101718, 128254]","[6224, 12868, 3432, 283, 3563]","[433119, 2119055, 338884, 5780670, 1970276]"
e6b6436c-e6e3-42f1-95ac-88479d33ca94,"[3.8776886263720933, 5.395579407236353, 8.258120032291568]","[1760768, 7960422, 280274]","[5434, 24569, 4671]","[25348485, 12008426, 317835]"
30108baa-7748-47ba-9daa-f5c13f211394,[6.578525250810348],[734972],[8750],[1567858]
1b508042-5f95-4970-a73a-d8fc847d8274,[6.256934201088648],[812575],[3762],[11041710]
08e21b62-0aea-4a63-bfda-daf8a1c4ee15,"[11.098105650989787, 4.662127207124197, 13.296353437837627, 9.51265749799382]","[2693054, 11961912, 1944129, 1537184]","[37404, 39873, 27002, 18300]","[9797747, 14457703, 2036188, 1583216]"
f09f0257-0801-4e0c-a4ad-ec194dba7284,"[14.742348837778673, 19.02180719096298, 3.0092629970915983]","[249597, 1233775, 5267802]","[5200, 14688, 27436]","[275285, 4905768, 6998500]"
dbc1edca-ba66-49cf-856c-f7fb22098e4d,"[7.050151810352868, 7.966710961715239, 3.01418862402957, 3.3044132579016225, 3.4233376174816597]","[6867874, 1232901, 14864505, 2432454, 2827117]","[95387, 17124, 56305, 10669, 9061]","[9328730, 4144074, 48539008, 5306998, 5000000]"
b1f1e776-1c67-4869-adcf-250a2ae4b18e,"[5.196773065022053, 4.589281424399482, 10.1284340290226, 7.222709506127219, 10.33936225918044]","[6348696, 15970489, 591035, 216685, 2027019]","[88176, 95062, 9851, 1290, 42230]","[17789369, 16006661, 1181370, 789879, 3525605]"
d5d4be3d-2165-44d7-a0ff-6fa48027422d,"[7.427474977485838, 18.22359564058251, 4.423090249067776, 3.1128580769752907, 16.494148496093942]","[315118, 143602, 1191209, 1705656, 118768]","[5252, 1994, 5839, 10934, 4949]","[1780718, 806986, 9615371, 5000000, 200000]"
6bd205e6-111b-4616-970a-5da71e2276b4,[5.964844831196433],[2288231],[7627],[5699940]
5c6e76b3-f314-4c74-88b0-e1e8c5ccbbeb,"[4.3733669553071515, 15.849250882990674, 5.363225329564873, 4.63532211135127]","[10566204, 1537601, 3378103, 3559786]","[33866, 64067, 28151, 49441]","[20951412, 2698893, 6086588, 4484765]"
7737db1a-aeb8-42cc-95f9-c77b81a8d7ee,[4.81037850921022],[3636783],[37883],[4313086]
c1ec5fbe-763c-443f-a055-54bf75ead644,[4.836741558924395],[1454917],[6736],[4150286]
56a0567c-7a43-477c-bb9b-259191b826bf,"[10.67233586321111, 15.913862142702968, 4.534196501336979]","[2107136, 1839895, 12104803]","[35119, 51108, 34784]","[3888265, 1965228, 23495720]"
3e10fa66-3bb8-4434-ae92-1a6264e5ee80,"[4.835942059563906, 6.068310450816554, 8.280585438557434, 4.9899030252729215]","[7411242, 4129716, 2594396, 11046823]","[123521, 26473, 72067, 102285]","[9349060, 13067599, 3027981, 15797996]"
f515b122-564b-4fa4-90d0-998a7c2e7e85,[6.025779210092111],[1771776],[10546],[6602986]
2f715cb5-72ea-429e-8faf-38c0dae3cc25,"[10.946015123887758, 5.300399282231593, 14.584919763606418]","[2412531, 146865, 684078]","[28721, 1113, 8144]","[8056486, 1563924, 2977972]"
337acb1b-f291-4936-9777-4b2e9a533908,[8.011842548722667],[2805343],[33397],[3610670]
83e9b26d-0460-4e2a-a009-d66ec6f4955c,"[7.62685742179757, 5.379138208372626]","[626323, 1181831]","[4015, 16414]","[7051413, 7710268]"
e8aed256-2524-478e-8387-f641371a2115,"[10.883068126606657, 8.931299375415623]","[2243494, 158088]","[26708, 13174]","[2902680, 203834]"
b400b22c-8c2b-4bca-86ea-96460ff35f78,"[11.934343867204216, 8.060471245278592, 4.4923758939837075]","[1017658, 1689866, 1086869]","[12115, 23470, 12939]","[2003526, 9791021, 1197046]"
183141e2-e3d9-4ace-a877-1b677e5d88fa,"[6.43763239992969, 4.927735009201629, 3.018349054676647, 4.723115194801359, 6.66887603355525]","[18127275, 8221142, 5141999, 807520, 1048509]","[62942, 137019, 26781, 5608, 4599]","[18303852, 13852546, 16840316, 5323672, 1522534]"
3333730e-2fa1-43a5-b95f-c32f7880338f,"[4.336758767509451, 4.312109550042448, 8.25474532930333]","[665444, 1113983, 744987]","[2054, 3570, 12416]","[13118949, 5000000, 1000000]"
9217ac6b-0990-4d3a-bf65-32d9a61c8f80,[9.677765298011828],[2757768],[57454],[6216993]
5fd6c877-f80b-49d4-8dcb-4c6b7d2668bd,[5.738078058657052],[1754782],[29246],[3060454]
72c8931d-6ac9-4e8a-9d3f-758aa5d44525,"[7.357527780229131, 7.615149569471543, 5.637446161953076]","[4381368, 1447231, 175030]","[26080, 40201, 1621]","[4780110, 3425566, 500000]"
51a94ed1-9581-4731-a4e8-0e2daf6c996f,"[5.376150319272364, 12.917141559454581, 7.8125065747083, 6.540604110103011, 6.142637819558038]","[403099, 1036164, 14039158, 168767, 3348240]","[2399, 86347, 77995, 703, 17439]","[7159545, 2645341, 16041775, 500000, 5000000]"
71ddd5e9-ac79-4c0e-a1e4-1a24f5bf186b,"[5.133308797313417, 10.290755006673049, 6.523261774328813]","[866646, 746393, 608578]","[12037, 20733, 5071]","[7154432, 769955, 5456983]"
18794cd2-4412-47ed-b1a0-b5323540c170,"[7.264830061194522, 5.37287289181478, 4.635858051631354]","[4679976, 714120, 478792]","[55714, 8501, 3990]","[10250849, 8762647, 3471683]"
efd59591-2cc0-44f1-bb17-d2ebcd382291,"[11.301084062385591, 8.22684871033216, 9.604825572552405, 11.043565416579218, 19.17334704401025]","[824639, 4026779, 4018434, 923127, 1696439]","[13744, 47938, 167435, 12821, 47123]","[948554, 7499167, 4392255, 1435576, 2508095]"
852d7932-e682-4ab9-9843-ac681b338e09,[19.8430993117134],[2825490],[235458],[2891667]
bba33d6b-e2b9-49b9-b913-949e8b8b3f84,[5.5295522440880065],[3195982],[88777],[3725725]
987cd4c4-130d-410c-a63d-406af4799a02,"[9.678192720149035, 8.53043823104943]","[294624, 1435100]","[4092, 39864]","[3275055, 5674113]"
1b21f05b-40de-4273-b8c1-4a0ff1aa4b48,"[10.409225206406887, 4.848041771369676, 4.185740191188113, 18.36236089488279]","[2654056, 623704, 335570, 123407]","[73724, 3057, 3995, 10284]","[3192235, 5000000, 1000000, 200000]"
d4f938a6-34f9-4a72-842e-6cac30bce698,"[5.95718652367791, 13.319975479360831, 8.382485562419475, 6.428322865883217]","[3908910, 1662618, 321328, 873214]","[46535, 19793, 4463, 18192]","[9624218, 2317773, 1632766, 3861820]"
df6f14b8-5ec4-4a5a-9aa9-f961c49bd6cd,"[7.501638816706621, 6.328132041303152]","[1873924, 594768]","[8219, 2609]","[8668083, 5000000]"
100a2f37-9716-4647-a7f2-a553b6dfb64a,[7.976290189704581],[742820],[5627],[808299]
