inquiry_id,ind_det_credit_debts_balance,ind_det_debts_interestRate,ind_det_debts_currentBalancet,ind_det_debts_monthlyPayment,ind_det_debts_originalAmount,ind_det_expenses_monthlyAmount,ind_det_incomes_tyoe,ind_det_incomes_amount,tax_account_connected,has_no_incomes,has_no_expenses,has_no_debts,has_no_credit_debts,years_in_industry,years_as_management,ever_filed_bankruptcy,ongoing_lawsuits,credit_check_consent,citizenship_status,equity_injection,business_purchase_price,is_providing_collateral,is_interested_in_refinancing_existing_debt,total_fund_amount,fund_use_count,fund_use_list,fund_amount_list,status,type,loan_amount,is_buying_business,is_primarily_selling_or_providing_services,is_operating_for_profit,is_primarily_lending_business,is_pyramid_sale_distribution_plan,is_deriving_gambling_revenue,is_engaged_in_illegal_activity,is_private_club_with_limited_membership,is_government_owned_entity,is_loan_packager,is_associate_with_criminal_history,is_equity_owned_by_lender_or_cdc,is_presenting_prurient_performances,is_defaulted_on_federal_loan,is_engaged_in_political_or_lobbying_activities,is_speculative_in_nature,is_primarily_earning_from_rent_interest_or_investments,is_for_profit_subsidiary_of_nonprofit,is_pawn_shop,is_owned_or_controlled_by_native_american_tribe,crm_score,has_crm,has_middesk,liens_found,litigations_found,watchlist_hit
5b1ccafe-0109-49df-9887-eb3d01b568dd,"[146669, 121513, 158838, 152343]",[6.543641412353658],[270010],[3750],[1352991],"[40265, 40185, 32922, 16878]",['salary'],[5506760],0,0,0,0,0,8,21,0,0,1,citizen,16680522,0.0,0,0,61277545.0,6,"['Office Expansion', 'Working Capital', 'Marketing', 'Technology Upgrade', 'Inventory', 'Staff Hiring']","[5200915.0, 2511901.0, 6225669.0, 782747.0, 2174307.0, 44382006.0]",forwarded,"['workingCapital', 'acquisition']",61277545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.0,1.0,0.0,0.0,0.0,0.0
d2d9f73d-f9f3-468e-a756-305c62939fdc,[411474],"[4.92977776520146, 9.879870350650787]","[7414595, 375920]","[44134, 7832]","[38760461, 504563]","[33897, 106033, 73532]","['salary', 'bonus']","[12226315, 2984108]",0,0,0,0,0,2,3,0,0,1,permanentResident,3057148,0.0,1,0,31326743.0,5,"['Inventory', 'Marketing', 'Staff Hiring', 'Research and Development', 'Working Capital']","[4175101.0, 1655551.0, 1571595.0, 1033654.0, 22890842.0]",ineligible,['equipmentPurchase'],31326743,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.0,1.0,0.0,0.0,0.0,0.0
c4596ecf-b549-4e12-a6a1-a1464c98de53,"[328995, 101966]","[4.581068211593018, 6.840763535077039, 13.515859420755437, 16.60132507877156, 10.277624293379391]","[2179091, 8501801, 410626, 403764, 1285183]","[36318, 28339, 5703, 16824, 21420]","[4266124, 12873713, 627140, 705126, 1796599]","[57770, 41559, 51884, 81998, 42465, 27875]","['investment', 'investment', 'bonus']","[2228054, 8688644, 3235229]",0,0,0,0,0,23,22,0,0,1,other,11001381,7180200.0,1,0,69525354.0,6,"['Marketing', 'Office Expansion', 'Staff Hiring', 'Working Capital', 'Research and Development', 'Technology Upgrade']","[766584.0, 4634238.0, 12755225.0, 1574387.0, 1371348.0, 48423572.0]",archived,"['acquisition', 'equipmentPurchase']",69525354,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589.0,1.0,0.0,0.0,0.0,0.0
0f51edd0-ef66-4ac0-b17a-e7637b2e82e6,"[799754, 789051, 946663]","[4.180413281760284, 7.0168667058681855]","[3498367, 4290540]","[29153, 23836]","[13840613, 4792213]","[50593, 67595, 35426]","['bonus', 'investment', 'investment']","[3237950, 5622360, 3876080]",0,0,0,0,0,10,11,0,1,1,other,2050095,0.0,1,0,16814476.0,3,"['Equipment Purchase', 'Working Capital', 'Technology Upgrade']","[3819388.0, 612281.0, 12382807.0]",archived,['workingCapital'],16814476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.0,1.0,0.0,0.0,0.0,0.0
5a0c6b64-5f56-4a7a-8514-041ad01c3c48,"[1004046, 1440926, 1055646, 776621]","[9.64224487544124, 18.101674304187476, 10.706949421875528]","[1499093, 3958535, 479521]","[41641, 65976, 6660]","[5782026, 4893938, 3157768]","[43356, 72071, 44396]","['salary', 'freelance']","[15954750, 3867487]",0,0,0,0,0,7,27,0,1,1,other,14218492,0.0,1,0,85722099.0,7,"['Equipment Purchase', 'Office Expansion', 'Technology Upgrade', 'Research and Development', 'Working Capital', 'Marketing', 'Staff Hiring']","[15775975.0, 3617882.0, 3672145.0, 785461.0, 1397348.0, 2746391.0, 57726897.0]",forwarded,['supplies'],85722099,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,577.0,1.0,0.0,0.0,0.0,0.0
66eb3f04-39c0-4b31-84d0-7c76f4545ca6,[307788],"[4.88846845641393, 8.532339371924358, 5.629427990662093, 12.133482076999531]","[1177954, 7641565, 1872253, 1861293]","[19633, 127359, 7801, 38777]","[15521405, 8391906, 3849619, 2388896]","[35548, 73361, 17792, 29320]","['salary', 'investment']","[6480130, 2896906]",0,0,0,0,0,14,9,1,0,1,other,13047886,0.0,1,0,86700364.0,4,"['Working Capital', 'Technology Upgrade', 'Equipment Purchase', 'Marketing']","[1162615.0, 5250638.0, 15860268.0, 64426843.0]",archived,['supplies'],86700364,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.0,1.0,0.0,0.0,0.0,0.0
5ed9ba34-a357-4840-b9a0-9a98201511aa,"[173652, 188342, 156469]","[5.680771805024282, 19.354828703218658, 6.189895471541851, 6.049185343893052, 3.3100826349639347]","[5447426, 638568, 3846555, 2990743, 2413466]","[25220, 53214, 11872, 11329, 20112]","[5896991, 1124418, 5000000, 5000000, 5000000]","[15833, 11325, 25156, 11177]",['investment'],[3575842],0,0,0,0,0,16,13,0,0,1,citizen,8859998,2424473.0,0,0,98422483.0,2,"['Working Capital', 'Technology Upgrade']","[1650060.0, 96772423.0]",archived,"['workingCapital', 'acquisition']",98422483,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.0,1.0,0.0,0.0,0.0,0.0
9bedf1eb-570c-405e-b0fd-57b54b2a0162,[685601],"[11.283158521980704, 6.845721419509518, 5.223173805750026, 8.98809215509213]","[891227, 12164955, 9008828, 154816]","[12378, 48274, 35749, 2150]","[1426954, 25539612, 11975372, 7962120]","[27237, 12860, 195044, 33379, 233190, 200391]","['freelance', 'freelance', 'salary']","[6420150, 3751439, 19188820]",0,0,0,0,0,29,30,0,0,1,other,2623105,0.0,1,0,19726830.0,7,"['Office Expansion', 'Inventory', 'Research and Development', 'Marketing', 'Technology Upgrade', 'Working Capital', 'Staff Hiring']","[902477.0, 2773647.0, 506417.0, 1264822.0, 513764.0, 672452.0, 13093251.0]",awaiting help,"['workingCapital', 'acquisition']",19726830,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.0,1.0,0.0,0.0,0.0,0.0
11ae0c21-073a-486f-9e7a-d02895b6172a,"[259906, 148981, 259630, 221721]",[7.169207984959003],[437244],[1822],[1385604],"[22858, 31860, 30641]","['investment', 'bonus']","[4614604, 1076361]",0,0,0,0,0,9,3,0,0,1,citizen,9605992,191290.0,1,0,46209506.0,5,"['Marketing', 'Inventory', 'Equipment Purchase', 'Staff Hiring', 'Working Capital']","[5180611.0, 5792745.0, 3839310.0, 5638822.0, 25758018.0]",archived,['acquisition'],46209506,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.0,1.0,0.0,0.0,0.0,0.0
ef4caa63-5ed6-416b-b7c9-1f19c9219ac5,"[1393124, 1260139, 1860339]","[11.384497120701914, 6.976675127297478]","[872258, 4123243]","[18172, 28634]","[3223807, 4511340]","[181772, 152987, 51197, 66649]","['bonus', 'salary', 'freelance']","[2933530, 13155387, 8364659]",0,0,0,0,0,5,26,0,0,1,citizen,3610212,0.0,1,0,22405803.0,4,"['Staff Hiring', 'Equipment Purchase', 'Office Expansion', 'Inventory']","[4073108.0, 4420793.0, 535053.0, 13376849.0]",withdrawn,['acquisition'],22405803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,479.0,1.0,0.0,0.0,0.0,0.0
19919be4-046f-4a37-8fe2-93883fab30af,"[262973, 338366, 412075, 354685]","[17.158293162519985, 5.372295195939184, 5.547816777637131, 6.012024738329806, 6.630811446751568]","[764291, 19674846, 1893448, 2654422, 196423]","[10615, 74526, 17532, 36867, 3274]","[2302428, 21439568, 2411502, 4223550, 1000000]","[141335, 77818, 84506, 97364, 38009, 118096]","['freelance', 'investment']","[10690172, 8217129]",0,0,0,0,0,25,12,0,1,1,permanentResident,11079292,0.0,1,0,54629834.0,7,"['Office Expansion', 'Equipment Purchase', 'Marketing', 'Research and Development', 'Technology Upgrade', 'Inventory', 'Working Capital']","[1978423.0, 2859150.0, 4644057.0, 1213177.0, 2257607.0, 771761.0, 40905659.0]",awaiting help,['other'],54629834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,610.0,1.0,0.0,0.0,0.0,0.0
860d2dcf-0a65-4470-be1b-1ac6d43b7680,"[445185, 1069708]","[12.052130635051594, 9.883816126610807]","[3840241, 1722254]","[45717, 20503]","[4108413, 9749791]","[87251, 91006, 105670, 17741, 45184, 83339]","['freelance', 'freelance', 'freelance']","[3100646, 8064715, 7469023]",0,0,0,0,0,17,29,0,0,1,other,3334539,0.0,1,0,53896078.0,4,"['Staff Hiring', 'Marketing', 'Research and Development', 'Inventory']","[10607421.0, 6036403.0, 630424.0, 36621830.0]",withdrawn,['equipmentPurchase'],53896078,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,519.0,1.0,0.0,0.0,0.0,0.0
e0f8a26d-9ec7-45dc-b935-17ecc62e8468,"[165547, 110969]","[6.55266095602986, 10.68253806334949, 9.909129996477184, 12.888225925563987]","[383338, 258906, 108769, 196730]","[6389, 7192, 1295, 5465]","[1518525, 1122224, 1000000, 200000]","[17709, 22807]",['freelance'],[2797204],0,0,0,0,0,22,7,0,1,1,citizen,6862791,0.0,1,0,45538255.0,4,"['Office Expansion', 'Marketing', 'Working Capital', 'Staff Hiring']","[4008224.0, 4473971.0, 602245.0, 36453815.0]",withdrawn,"['equipmentPurchase', 'workingCapital']",45538255,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,626.0,1.0,0.0,0.0,0.0,0.0
978d154b-2a01-452d-a6d9-6baa52806c56,"[123380, 135979, 105903, 143018]","[9.061927794257276, 13.101923325335095, 6.5326439154024225, 7.0245793538559935]","[278109, 120753, 217280, 122056]","[23176, 10063, 696, 1695]","[535857, 210400, 5437530, 200000]","[19742, 12850]","['bonus', 'bonus']","[1217122, 753351]",0,0,0,0,0,5,22,0,1,1,permanentResident,3383501,0.0,0,0,47157821.0,5,"['Equipment Purchase', 'Staff Hiring', 'Technology Upgrade', 'Research and Development', 'Inventory']","[7581443.0, 3410210.0, 2390742.0, 1280813.0, 32494613.0]",archived,['acquisition'],47157821,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,383.0,1.0,0.0,0.0,0.0,0.0
948c52bf-af88-471c-a8d5-312282bc15a3,"[140130, 143656, 124756]",[7.186238898056097],[565399],[7853],[5454603],"[16206, 15619, 10770]",['freelance'],[4661969],0,0,0,0,0,8,13,0,0,1,other,13784334,7964643.0,0,0,56500781.0,3,"['Staff Hiring', 'Working Capital', 'Inventory']","[9412076.0, 1399589.0, 45689116.0]",awaiting help,['acquisition'],56500781,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.0,1.0,0.0,0.0,0.0,0.0
1396746e-0a46-4ead-ba05-6a328ae4a29a,"[188530, 227971]",[11.751425172495345],[3274992],[68229],[6860820],"[56695, 18721, 39666]",['freelance'],[6716546],0,0,0,0,0,27,8,0,0,1,permanentResident,14082753,0.0,1,0,78753397.0,5,"['Technology Upgrade', 'Staff Hiring', 'Office Expansion', 'Research and Development', 'Marketing']","[1246917.0, 1986712.0, 3328334.0, 1006148.0, 71185286.0]",forwarded,['equipmentPurchase'],78753397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846.0,1.0,0.0,0.0,0.0,0.0
ef260ed5-41f8-4d11-9a57-bfd1bff2659c,[240403],"[7.390500195331287, 12.954369147130553, 5.09516453710895]","[15790910, 1024716, 2264874]","[119628, 12199, 62913]","[18020855, 1650624, 6023123]","[59173, 21202, 53930, 97978, 21198, 62491]",['freelance'],[11074879],0,0,0,0,0,24,16,1,0,1,citizen,13911437,0.0,1,0,67394724.0,2,"['Office Expansion', 'Technology Upgrade']","[6427552.0, 60967172.0]",awaiting help,"['acquisition', 'commercialRealEstate']",67394724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.0,1.0,0.0,0.0,0.0,0.0
e76c61db-79a5-4d53-8f27-b9cb2b0353d0,[169862],"[5.508173446767898, 13.38461842053404]","[16957930, 489616]","[235527, 6800]","[17008749, 494133]","[153014, 95907, 112450]","['salary', 'investment']","[11905650, 7566320]",0,0,0,0,0,8,1,0,0,1,citizen,2988564,0.0,1,0,31341137.0,5,"['Working Capital', 'Technology Upgrade', 'Marketing', 'Office Expansion', 'Inventory']","[1335741.0, 580049.0, 2937518.0, 1926673.0, 24561156.0]",withdrawn,['generalExpansion'],31341137,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,381.0,1.0,0.0,0.0,0.0,0.0
13fa3433-e757-4e87-9c98-435c8868af0d,[694386],"[9.364342104878848, 4.2709378738093315, 6.1138418740868605, 19.810763218333257]","[1060382, 3458353, 2031468, 176206]","[14728, 18012, 7360, 3671]","[7371849, 5426653, 5000000, 200000]","[55524, 232625, 45834, 23692, 189568, 73119]","['salary', 'investment', 'freelance']","[13914942, 3562721, 6015686]",0,0,0,0,0,30,24,0,0,1,other,9848277,0.0,0,0,54553772.0,2,"['Equipment Purchase', 'Office Expansion']","[1695491.0, 52858281.0]",ineligible,['equipmentPurchase'],54553772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740.0,1.0,0.0,0.0,0.0,0.0
c92b5511-d122-4d50-b6f4-009fcefeb49d,"[306955, 298132]",[7.27153342464039],[5110527],[70980],[7881765],"[46061, 45662, 45054, 38446, 37817, 20810]","['investment', 'investment']","[2490150, 3978817]",0,0,0,0,0,8,4,0,0,1,other,4141015,8009472.0,1,0,43724663.0,5,"['Technology Upgrade', 'Equipment Purchase', 'Research and Development', 'Working Capital', 'Staff Hiring']","[4251460.0, 3276606.0, 889058.0, 1191372.0, 34116167.0]",withdrawn,"['acquisition', 'CAPLines', 'supplies']",43724663,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.0,1.0,0.0,0.0,0.0,0.0
3146ef94-dc42-4393-b5df-ba163fe22ea3,"[109733, 159637, 131882, 118152]",[7.590064841173262],[1181923],[24623],[4369754],"[77799, 46552]","['bonus', 'freelance']","[2047847, 9307588]",0,0,0,0,0,16,29,0,0,1,other,2830771,0.0,1,0,46099698.0,5,"['Marketing', 'Research and Development', 'Equipment Purchase', 'Staff Hiring', 'Inventory']","[6170356.0, 1842305.0, 5558505.0, 4565374.0, 27963158.0]",awaiting info,['acquisition'],46099698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,648.0,1.0,0.0,0.0,0.0,0.0
ac805ead-7709-4319-bd7b-1e2fe07ae535,"[148290, 115661, 150511]","[6.889609922179391, 3.530566588736106, 6.51530994212041]","[875400, 2598993, 278776]","[10421, 14439, 2904]","[2228115, 5000000, 500000]","[21972, 21560, 22308, 14106]",['bonus'],[2528597],0,0,0,0,0,6,24,0,0,1,permanentResident,6281784,4425094.0,1,0,99175980.0,2,"['Office Expansion', 'Equipment Purchase']","[9316944.0, 89859036.0]",awaiting info,['acquisition'],99175980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.0,1.0,0.0,0.0,0.0,0.0
30817e50-6b6e-4867-a4d6-df654f1c06e3,[423874],"[12.719010584125932, 7.42579361407538, 9.912919831644164]","[247090, 195386, 1043816]","[3432, 814, 17397]","[3522023, 10895238, 1397248]","[43768, 45630, 65432, 64037, 68277]","['investment', 'investment', 'investment']","[3138778, 2267853, 3637509]",0,0,0,0,0,23,19,0,0,1,other,16771499,0.0,0,0,98190190.0,3,"['Research and Development', 'Equipment Purchase', 'Working Capital']","[3154711.0, 6414295.0, 88621184.0]",forwarded,['equipmentPurchase'],98190190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.0,1.0,0.0,0.0,0.0,0.0
ef9dfa21-80d9-4146-80e8-5a011f9ee248,"[693271, 287572]","[5.658318778278294, 5.169821676425982]","[5595613, 1646189]","[35869, 19597]","[39725808, 1799866]","[21627, 84923, 59402]","['freelance', 'freelance', 'salary']","[3622645, 3862553, 7337522]",0,0,0,0,0,30,29,0,0,1,citizen,13836246,0.0,1,0,66695625.0,6,"['Working Capital', 'Marketing', 'Research and Development', 'Staff Hiring', 'Inventory', 'Technology Upgrade']","[1747341.0, 2578740.0, 1095108.0, 2773636.0, 4941234.0, 53559566.0]",withdrawn,"['commercialRealEstate', 'export', 'acquisition']",66695625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,1.0,0.0,0.0,0.0,0.0
58b022b9-79ca-4055-80ac-61ee1f8a8472,"[112797, 111695, 178107]","[6.871862283313658, 5.85939649105655, 5.931693023698289]","[1450264, 409884, 370993]","[15107, 4880, 2208]","[3111895, 1251556, 616063]","[28234, 28182, 29635, 20971, 22024]","['freelance', 'bonus']","[2745128, 483083]",0,0,0,0,0,1,24,0,0,1,permanentResident,9549961,0.0,1,0,36364910.0,7,"['Working Capital', 'Marketing', 'Inventory', 'Technology Upgrade', 'Staff Hiring', 'Research and Development', 'Equipment Purchase']","[1527657.0, 3187333.0, 1185857.0, 2307077.0, 1327742.0, 1159316.0, 25669928.0]",ineligible,['equipmentPurchase'],36364910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.0,1.0,0.0,0.0,0.0,0.0
aa52f1ca-c784-4867-9d46-3dfed73668d3,"[442071, 461436]","[10.696680721008587, 6.533136430269905, 6.124723548394171, 5.357054652512303]","[5333726, 4899340, 30877093, 368986]","[63497, 136093, 111874, 2365]","[7440209, 8781676, 58847333, 702021]","[123811, 37700, 110424, 39103]","['bonus', 'salary']","[4239962, 18442095]",0,0,0,0,0,15,10,0,0,1,citizen,2102074,0.0,1,0,9968457.0,3,"['Marketing', 'Technology Upgrade', 'Equipment Purchase']","[901603.0, 585501.0, 8481353.0]",ineligible,['export'],9968457,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,656.0,1.0,0.0,0.0,0.0,0.0
82292b37-56f4-471b-ab7a-c7c1baa1cb76,"[100001, 100000, 100001, 100000]","[6.3573349008739815, 15.928864135529423]","[653954, 494021]","[27248, 6861]","[655018, 495768]","[10001, 10001, 10000, 10001]",['bonus'],[401138],0,0,0,0,0,3,25,1,0,1,other,4354437,8890084.0,0,0,70444201.0,4,"['Technology Upgrade', 'Staff Hiring', 'Inventory', 'Office Expansion']","[5789770.0, 6387061.0, 6262498.0, 52004872.0]",ineligible,['acquisition'],70444201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.0,1.0,0.0,0.0,0.0,0.0
e8bab081-08da-4e8e-ba88-96ca9242e672,"[1637687, 1467679, 1224218]",[10.544281953092195],[4020644],[47865],[8712614],"[16942, 275118, 149785]","['investment', 'salary', 'freelance']","[6279921, 16676429, 10005399]",0,0,0,0,0,24,26,0,0,1,citizen,3862397,328272.0,1,0,19378351.0,2,"['Inventory', 'Equipment Purchase']","[1176362.0, 18201989.0]",archived,"['workingCapital', 'commercialRealEstate', 'acquisition']",19378351,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,557.0,1.0,0.0,0.0,0.0,0.0
b598895f-8613-4a9f-9103-d3d2c6d640db,"[757313, 293458]","[15.148596758902848, 3.051740201262053, 3.8243475678063565, 10.49562992283722, 6.53914350349569]","[1441580, 5938419, 3763311, 269445, 1215943]","[60066, 44988, 24124, 11227, 20266]","[2161249, 7022634, 5421831, 3329323, 8159532]","[139962, 154946, 150769, 41340, 116882]","['investment', 'freelance', 'salary']","[3493785, 2439877, 16577228]",0,0,0,0,0,24,27,1,0,1,other,11883172,0.0,1,0,47439090.0,5,"['Research and Development', 'Equipment Purchase', 'Working Capital', 'Inventory', 'Marketing']","[1028888.0, 2880660.0, 595555.0, 706342.0, 42227645.0]",awaiting info,['equipmentPurchase'],47439090,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,562.0,1.0,0.0,0.0,0.0,0.0
83033f58-e737-4e0e-92de-7bbed79a8eb9,"[197581, 122631]","[6.317565875709478, 4.403684340044011, 19.809108162614493, 4.019754037724472, 4.172101548493723]","[15536014, 3266222, 160455, 334480, 463962]","[51787, 14326, 2674, 3982, 2274]","[28654330, 5000000, 200000, 500000, 500000]","[44019, 21645, 23924, 25780, 67225, 11402]","['freelance', 'salary']","[2311220, 6754752]",0,0,0,0,0,20,30,0,1,1,permanentResident,8276456,0.0,1,0,38763349.0,7,"['Research and Development', 'Equipment Purchase', 'Marketing', 'Working Capital', 'Office Expansion', 'Staff Hiring', 'Inventory']","[617476.0, 830778.0, 988717.0, 920698.0, 1012374.0, 2785759.0, 31607547.0]",archived,['workingCapital'],38763349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.0,1.0,0.0,0.0,0.0,0.0
17177716-19e9-4af0-92dd-8d6b3c7ed9ca,"[528824, 481249, 576932]","[5.418222031819717, 16.85509149811296, 17.80089475142789, 18.24111309654866, 5.990991090419996]","[18107042, 212958, 3026058, 799527, 29074922]","[83829, 2535, 36025, 22209, 142524]","[18592524, 1660589, 3526067, 1134259, 30663978]","[104196, 56250, 94312, 191725, 21683]",['salary'],[24629902],0,0,0,0,0,4,3,0,0,1,other,3369556,0.0,1,0,12032927.0,4,"['Technology Upgrade', 'Research and Development', 'Marketing', 'Staff Hiring']","[635419.0, 531912.0, 737915.0, 10127681.0]",awaiting info,['acquisition'],12032927,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.0,1.0,0.0,0.0,0.0,0.0
a663d05a-4ab8-4e9e-95cb-8d27c264ab4f,"[100001, 100001]",[6.423243662440237],[2747637],[19081],[5000000],"[10000, 10000, 10001]",['investment'],[1140436],0,0,0,0,0,20,9,0,1,1,other,7833509,0.0,0,0,49907758.0,7,"['Office Expansion', 'Inventory', 'Technology Upgrade', 'Equipment Purchase', 'Research and Development', 'Staff Hiring', 'Marketing']","[4296730.0, 1097743.0, 4427852.0, 2400626.0, 1729686.0, 7032469.0, 28922652.0]",awaiting help,['workingCapital'],49907758,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,353.0,1.0,0.0,0.0,0.0,0.0
c33e280a-02ee-45bc-bbbc-793e9be9e5c9,"[293932, 109282, 157515]","[5.426990994753895, 5.398949419079621]","[9646653, 2083255]","[27720, 10212]","[16028311, 5000000]","[32629, 13921, 62428]","['freelance', 'investment']","[6253871, 842161]",0,0,0,0,0,11,28,0,0,1,permanentResident,2169629,0.0,0,0,13013204.0,2,"['Equipment Purchase', 'Inventory']","[1456315.0, 11556889.0]",withdrawn,['equipmentPurchase'],13013204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.0,1.0,0.0,0.0,0.0,0.0
e3e24141-c786-48bf-92d2-e7f7a47085a2,[250958],"[4.795658260587471, 7.802857275093567, 4.464512535849696]","[11460251, 230407, 1487297]","[47751, 2743, 4131]","[13307993, 500000, 5000000]","[11200, 102520, 32596, 62385, 68407]","['salary', 'salary']","[5469253, 7039690]",0,0,0,0,0,23,8,0,0,1,permanentResident,6522826,7838040.0,0,0,74780548.0,2,"['Working Capital', 'Marketing']","[2083416.0, 72697132.0]",forwarded,['acquisition'],74780548,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.0,1.0,0.0,0.0,0.0,0.0
249fc1f6-1fed-49b4-afef-566f8f0e494e,[453395],"[5.336668657330804, 14.226695503024573]","[18858162, 124222]","[60443, 2070]","[35711984, 3877964]","[69673, 107113]","['salary', 'bonus']","[14494274, 2343505]",0,0,0,0,0,10,16,1,0,1,other,1209399,0.0,0,0,16061492.0,5,"['Inventory', 'Marketing', 'Staff Hiring', 'Working Capital', 'Technology Upgrade']","[629643.0, 2102741.0, 2517147.0, 531898.0, 10280063.0]",forwarded,['acquisition'],16061492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.0,1.0,0.0,0.0,0.0,0.0
cdcec394-625a-4908-a038-ff13c51025f4,"[882406, 838222]","[5.940816393740192, 4.374675160114166, 5.6009409851052165, 4.705841029975962]","[4316864, 2720466, 6188853, 10185157]","[35974, 12595, 57304, 32645]","[10916112, 7427751, 14710800, 37809814]","[16698, 92678]","['bonus', 'salary']","[1540361, 19815345]",0,0,0,0,0,2,22,0,0,1,other,19551586,5979100.0,1,0,97680349.0,7,"['Technology Upgrade', 'Equipment Purchase', 'Inventory', 'Staff Hiring', 'Marketing', 'Research and Development', 'Working Capital']","[2176676.0, 18096472.0, 5298787.0, 6146097.0, 6645647.0, 790751.0, 58525919.0]",withdrawn,['acquisition'],97680349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769.0,1.0,0.0,0.0,0.0,0.0
2ae2e665-8ea6-4d53-986e-6c228ff39fce,"[427760, 106411]","[12.594817116380911, 7.06022628827259, 6.258889161227011]","[1426484, 4155390, 12032964]","[23775, 18225, 83562]","[1435575, 4199583, 24255731]","[217431, 195492, 217959, 235951]","['freelance', 'bonus', 'salary']","[6036195, 1057526, 21657531]",0,0,0,0,0,25,22,1,0,1,other,2505503,0.0,1,0,38787293.0,3,"['Inventory', 'Research and Development', 'Working Capital']","[2726215.0, 1347225.0, 34713853.0]",ineligible,['CAPLines'],38787293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.0,1.0,0.0,0.0,0.0,0.0
e563ca02-3fbd-4010-aced-dc78f8335ac0,"[566380, 591544]",[4.697553455401356],[2377513],[39625],[4040254],"[15961, 16396, 36006, 82734, 41717, 69766]","['bonus', 'investment']","[3529791, 8394104]",0,0,0,0,0,11,19,1,1,1,permanentResident,11347727,0.0,1,0,70405052.0,6,"['Inventory', 'Working Capital', 'Technology Upgrade', 'Staff Hiring', 'Marketing', 'Office Expansion']","[5912427.0, 528600.0, 2324836.0, 7673780.0, 4661654.0, 49303755.0]",forwarded,['workingCapital'],70405052,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.0,1.0,0.0,0.0,0.0,0.0
